ID,CUENTA,PROMEDIO
3082,50569,9.3
3083,49941,10
3084,48294,9.2
3085,48248,9.4
3086,50674,6
3087,49970,9.5
3088,51635,8.1
3089,50021,10
3090,48610,7.1
3091,48345,9.6
3092,51070,7.2
3093,50675,7
3094,49747,6.7
3095,49322,8.8
3096,51015,8
3097,50284,5.1
3098,49586,5.9
3099,51823,9
3100,49259,10
3101,50185,9.3
3102,50562,8
3103,51048,6.1
3104,50763,7.2
3105,49869,8.8
3106,50142,5.5
3107,50092,7.3
3108,48886,10
3109,48407,6.1
3110,49223,6.5
3111,50252,7
3112,50804,5.5
3113,49972,10
3114,48699,8.9
3115,50168,8.5
3116,48671,9.2
3117,50131,8.3
3118,48493,9.4
3119,48611,7.8
3120,50539,10
3121,49779,9.7
3122,50968,7.1
3123,50246,7.7
3124,50793,9.7
3125,49296,5.5
3126,50562,7.1
3127,50066,8
3128,49816,8.6
3129,50166,10
3130,50132,9.7
3131,50944,5.4
3132,50620,6.6
3133,51883,8.5
3134,50569,8.1
3135,50944,10
3136,48524,5.3
3137,50337,7
3138,49337,5.7
3139,48773,6.3
3140,48954,5.8
3141,49906,10
3142,49802,6.2
3143,51176,10
3144,49891,10
3145,50736,5.7
3146,51868,10
3147,49994,9
3148,51038,7.8
3149,50666,8.9
3150,49523,6.2
3151,48898,8.7
3152,48647,8.7
3153,52079,10
3154,49814,9.6
3155,51385,5.7
3156,49055,9.4
3157,51137,5.3
3158,50087,6.3
3159,51723,8.4
3160,48758,8.6
3161,50959,7.4
3162,48760,5.8
3163,51222,7.8
3164,51326,8.4
3165,50151,10
3166,52156,9
3167,51195,8.9
3168,51776,7.1
3169,52086,9
3170,51440,10
3171,49372,8.1
3172,51567,8.5
3173,48668,10
3174,49330,6.2
3175,48661,5.8
3176,50086,7.2
3177,50171,9.3
3178,49101,5.2
3179,48340,8.4
3180,51760,7.7
3181,50079,7
3182,49913,8.6
3183,50734,9.4
3184,49166,10
3185,49809,10
3186,51259,5.9
3187,51423,6
3188,48731,10
3189,50833,10
3190,48867,6.6
3191,50400,5
3192,50936,6
3193,50818,6.4
3194,51739,5.7
3195,52062,8
3196,50589,8.9
3197,49032,9
3198,49585,10
3199,51020,5.3
3200,49326,5.7
3201,49836,5.8
3202,48693,10
3203,50506,8.4
3204,48346,10
3205,48605,8
3206,49019,8.8
3207,50696,6.8
3208,51825,7.2
3209,48879,10
3210,48721,7.8
3211,49651,6.3
3212,52059,5
3213,51482,7.9
3214,52204,8.9
3215,51490,5.9
3216,51867,7.5
3217,48958,9
3218,51921,5.8
3219,51943,7.5
3220,52039,10
3221,49398,10
3222,51264,9.5
3223,50626,8.5
3224,50555,9.1
3225,52202,10
3226,49540,5.1
3227,49016,5.6
3228,49655,10
3229,50830,9.6
3230,49578,9
3231,50664,6.1
3232,50550,5.7
3233,52166,7.5
3234,52117,7
3235,49030,9
3236,48544,8.4
3237,48732,5.9
3238,49089,9.3
3239,48443,10
3240,51310,10
3241,52159,6.7
3242,50486,5.4
3243,49913,7.2
3244,49260,5.1
3245,50366,5.7
3246,51820,7.7
3247,50061,7
3248,49814,7.1
3249,49750,7.7
3250,50636,10
3251,49453,9
3252,50765,5.4
3253,51765,9.7
3254,51085,5.3
3255,48532,6
3256,49156,5.3
3257,51090,7.2
3258,49728,10
3259,50335,5.7
3260,49387,6.5
3261,51349,7.7
3262,52181,8.2
3263,51296,6.3
3264,50159,5
3265,50135,6
3266,52080,7.5
3267,48534,6.8
3268,52101,10
3269,51728,9.8
3270,49289,5.1
3271,50461,7.2
3272,48488,8.8
3273,49654,9.7
3274,51603,5.8
3275,49023,10
3276,49758,6.3
3277,49842,9.5
3278,48749,7.9
3279,50648,6.9
3280,51281,8.3
3281,51269,6.7
3282,50632,10
3283,49942,6.2
3284,49656,7.5
3285,49484,5.8
3286,51064,7.6
3287,50383,9.6
3288,50062,5.4
3289,49339,10
3290,51760,8
3291,52127,5.2
3292,48559,6.8
3293,51017,7
3294,49762,6.6
3295,52128,5.7
3296,50630,5
3297,48742,7.3
3298,49951,10
3299,49876,5.7
3300,48751,7
3301,50869,9.4
3302,49055,8.4
3303,51861,5.1
3304,49301,10
3305,52017,5.2
3306,50554,9.2
3307,49592,10
3308,49143,8.1
3309,51563,5.1
3310,51515,8.5
3311,51520,8.1
3312,50290,5.3
3313,50356,6.6
3314,51592,7
3315,52385,9.8
3316,51473,8.1
3317,52263,7.6
3318,50931,9.5
3319,50640,10
3320,50949,9.8
3321,50645,6.6
3322,48594,8.7
3323,51685,10
3324,48600,7.1
3325,50754,10
3326,51217,6.1
3327,50620,10
3328,49433,6.2
3329,49527,8.5
3330,52055,10
3331,48954,5.2
3332,49602,6
3333,48556,10
3334,48532,5.5
3335,50067,5.4
3336,50198,9.6
3337,50930,10
3338,50882,9.7
3339,50362,10
3340,49212,6.7
3341,51356,9.2
3342,50875,10
3343,51866,7.4
3344,51150,6.8
3345,51652,7.2
3346,51061,5.1
3347,51013,6.8
3348,51270,6.9
3349,52179,6.5
3350,49673,10
3351,49226,5.6
3352,51956,8.7
3353,50624,10
3354,51734,9.9
3355,48502,5.4
3356,51123,10
3357,49804,9.9
3358,51905,10
3359,48863,9.1
3360,49520,6.7
3361,49524,9
3362,49206,6.4
3363,50819,7.2
3364,52024,5.8
3365,51558,6.2
3366,52264,5.5
3367,51853,9.8
3368,50265,10
3369,50049,7.6
3370,49661,5.3
3371,51835,8.6
3372,51359,8.1
3373,51992,5.8
3374,50643,5.6
3375,50789,6.6
3376,48975,9.4
3377,49113,10
3378,51018,9.3
3379,50222,6.5
3380,52154,6.5
3381,50983,8.4
3382,49550,7.9
3383,50222,7.8
3384,48942,9.5
3385,52263,8.8
3386,50152,9.6
3387,48654,5.2
3388,48735,9.9
3389,49714,8.3
3390,50295,6.4
3391,51943,9.2
3392,52442,8.8
3393,51241,7
3394,52155,5.6
3395,49119,10
3396,51486,5.9
3397,51087,6.4
3398,50741,6.7
3399,51525,9
3400,52147,9.8
3401,49461,5.9
3402,49899,9.2
3403,51862,8.2
3404,49983,10
3405,50643,9.2
3406,51698,5.6
3407,49137,7.9
3408,51982,9.9
3409,51664,8
3410,52122,8.8
3411,48622,9.4
3412,49250,8.2
3413,50208,5.3
3414,48752,5.8
3415,51345,10
3416,51492,6.8
3417,48872,8.4
3418,51741,5.8
3419,50963,9.6
3420,50079,5.7
3421,50707,7.9
3422,49596,7.6
3423,51786,5.6
3424,52197,9.1
3425,49966,9.6
3426,50784,8.6
3427,48721,8
3428,51915,10
3429,50323,10
3430,48720,7.9
3431,50496,7.7
3432,52095,5.7
3433,50191,8.2
3434,50854,10
3435,51848,7.1
3436,48731,10
3437,50145,6.3
3438,50159,6
3439,48606,8
3440,52483,8
3441,51937,10
3442,50278,8.4
3443,52458,10
3444,49565,9
3445,51537,10
3446,51088,10
3447,52383,7
3448,50890,5.2
3449,49832,7.8
3450,51003,7
3451,48624,8.8
3452,49038,7.9
3453,49145,10
3454,51275,6.5
3455,48929,6.3
3456,50808,10
3457,49717,10
3458,48731,6.7
3459,52307,10
3460,50849,5.8
3461,51854,10
3462,51927,5.8
3463,49370,5.9
3464,48980,5.1
3465,50290,10
3466,51908,5.8
3467,50801,6.6
3468,49419,10
3469,51852,8.8
3470,51667,10
3471,50521,6.4
3472,49881,7.4
3473,50902,5.1
3474,49900,6.7
3475,49625,9.3
3476,51425,7.1
3477,49135,8.4
3478,49309,7.2
3479,51361,7
3480,49115,10
3481,50537,6.7
3482,51001,10
3483,51217,6
3484,51053,9.4
3485,51999,9.2
3486,51956,9.7
3487,50823,10
3488,49999,5.5
3489,49727,10
3490,49982,5.8
3491,51413,10
3492,51401,6.8
3493,49468,9.1
3494,51772,5.4
3495,51421,10
3496,49123,6
3497,51557,6
3498,49409,7.8
3499,51924,8
3500,51864,7.5
3501,50897,9.6
3502,50643,5.1
3503,50417,10
3504,50826,6.6
3505,51509,9
3506,52419,7.9
3507,50703,6.3
3508,51874,7.2
3509,51553,10
3510,49405,7
3511,51915,6.9
3512,50914,5.2
3513,51853,6.2
3514,52340,5.3
3515,50035,7.4
3516,49374,10
3517,50725,7.5
3518,50563,5.4
3519,51700,9
3520,51436,8.8
3521,49763,7.1
3522,50616,5.7
3523,52437,6.5
3524,50571,7.6
3525,51381,8
3526,51871,5.8
3527,50008,10
3528,49609,5.5
3529,50098,9.8
3530,48765,7.6
3531,49463,8.1
3532,52580,9.3
3533,52449,8.8
3534,52236,9
3535,50036,10
3536,50243,10
3537,52388,10
3538,49479,7.3
3539,50939,10
3540,51863,7.6
3541,50972,7.4
3542,51710,6.9
3543,50152,7.5
3544,48666,5.3
3545,52207,8.9
3546,49478,7.6
3547,50619,5.4
3548,52316,10
3549,50318,10
3550,50155,5.8
3551,51337,9.2
3552,52299,9.4
3553,52529,8.9
3554,48797,6.3
3555,50858,9.9
3556,48727,6.7
3557,48912,10
3558,49742,7.1
3559,52231,8.9
3560,51858,10
3561,51811,5.9
3562,51546,10
3563,52400,8.5
3564,50152,10
3565,51665,6
3566,50767,9.2
3567,50457,10
3568,48683,7.7
3569,49180,6.2
3570,51365,10
3571,49908,7.8
3572,50418,7.7
3573,49611,5.6
3574,50183,5
3575,52454,10
3576,49846,9
3577,49418,5.6
3578,48999,7.9
3579,50828,7
3580,51868,5.4
3581,51434,10
3582,51827,8
3583,50561,10
3584,52198,10
3585,50953,5.2
3586,52335,5.3
3587,50862,5.1
3588,52267,8
3589,50720,7.2
3590,50747,9.9
3591,48877,6.1
3592,49523,10
3593,51260,10
3594,50019,10
3595,50145,10
3596,51545,10
3597,50950,10
3598,49440,6.4
3599,50652,8
3600,49460,10
3601,49958,8.3
3602,51165,9.6
3603,49779,6.2
3604,50115,7.8
3605,49434,6.1
3606,52535,6.5
3607,49688,6.4
3608,48795,6.5
3609,48863,6.7
3610,49825,10
3611,51122,10
3612,49311,9.3
3613,48927,7.3
3614,49551,7.6
3615,49480,8.4
3616,49685,6
3617,49552,6.8
3618,51653,7.8
3619,49079,10
3620,51066,6.1
3621,51508,7.4
3622,50369,5.8
3623,51114,8
3624,48764,7.2
3625,49651,8.5
3626,52509,7.8
3627,51399,8.5
3628,49294,5.5
3629,49150,8.7
3630,51009,8.2
3631,49682,8.7
3632,51640,10
3633,50319,10
3634,52444,10
3635,49484,6.3
3636,49394,5.3
3637,50248,6
3638,50467,7.1
3639,49784,10
3640,49250,7.4
3641,51540,7.4
3642,50791,8.4
3643,52653,10
3644,49412,8.8
3645,48889,8
3646,51179,9.1
3647,51670,10
3648,50009,6
3649,52132,5.6
3650,49255,8.2
3651,50093,10
3652,49192,10
3653,49771,6.9
3654,49287,8.7
3655,51304,7.6
3656,51169,10
3657,52059,7.3
3658,52586,5.5
3659,49819,6
3660,49519,5
3661,52051,6.8
3662,50163,6.2
3663,51305,8
3664,48918,8.2
3665,49924,10
3666,49880,10
3667,52098,8.6
3668,52710,6.4
3669,51678,9
3670,51893,10
3671,50943,9.1
3672,51156,10
3673,50577,10
3674,50000,9.3
3675,50157,8.3
3676,51842,9.6
3677,49260,7.8
3678,51928,10
3679,50814,9
3680,52478,6.1
3681,50877,9.4
3682,50990,9.3
3683,52068,5.8
3684,50002,10
3685,49331,10
3686,52279,9.6
3687,49300,9.9
3688,51723,9
3689,51735,9.9
3690,49658,6
3691,49185,6
3692,52790,5.9
3693,51168,10
3694,48838,9.4
3695,52711,5.2
3696,51484,7.5
3697,50573,7.4
3698,51300,5
3699,51951,7.2
3700,50561,5.1
3701,52421,9.4
3702,51831,9.9
3703,49359,8.4
3704,48991,10
3705,50836,10
3706,50358,5.5
3707,52503,10
3708,51415,6.9
3709,49349,6.3
3710,51875,5.3
3711,51544,5.7
3712,49097,9.6
3713,50404,8.9
3714,51788,6.7
3715,49575,9
3716,49592,7.3
3717,50977,6.5
3718,49378,6.7
3719,50832,6.3
3720,51216,9.6
3721,51975,10
3722,51910,7
3723,51165,7
3724,51886,10
3725,52237,6
3726,52619,8.3
3727,50948,5.1
3728,51171,6.5
3729,52535,10
3730,49903,7.2
3731,51484,10
3732,52532,7.4
3733,52089,7.6
3734,50693,10
3735,52504,8.9
3736,52724,9.5
3737,52290,7.8
3738,52146,10
3739,51561,10
3740,50545,7.5
3741,52764,7.4
3742,49103,10
3743,50642,5.6
3744,52788,8.4
3745,49010,9.3
3746,50346,7
3747,49870,8
3748,50753,10
3749,49169,10
3750,52334,10
3751,49998,9.6
3752,50924,9.1
3753,50340,10
3754,51990,7.5
3755,50821,7.6
3756,49079,7.5
3757,50231,9.3
3758,50214,7.3
3759,52296,10
3760,52207,6.5
3761,49016,8.7
3762,49657,6.6
3763,49530,9.1
3764,49822,6.5
3765,52310,8.4
3766,52090,8.9
3767,52341,8.6
3768,51964,8
3769,52493,7.9
3770,49036,7.9
3771,51884,5.6
3772,49931,6.3
3773,49402,5.9
3774,52040,8.7
3775,51223,8.4
3776,49853,10
3777,49279,10
3778,52544,8.1
3779,52062,9.4
3780,49776,6.1
3781,51199,8.1
3782,50888,7.2
3783,52183,9.3
3784,52539,7.4
3785,51389,6.5
3786,52106,8
3787,51892,6
3788,49542,9.2
3789,49489,9.8
3790,50135,5.6
3791,52224,8.5
3792,51761,10
3793,51481,6.5
3794,52229,6.5
3795,49474,9.1
3796,49059,6
3797,51551,8.8
3798,51713,7.6
3799,50358,7.1
3800,50912,6.6
3801,51515,10
3802,48997,9.2
3803,51610,6.3
3804,51281,10
3805,49867,6.5
3806,51460,5.9
3807,49611,8.9
3808,50816,5.7
3809,51799,5.4
3810,51686,5.7
3811,49310,9.6
3812,52229,7.8
3813,51211,9.3
3814,49247,7.9
3815,50712,10
3816,52326,5.7
3817,49448,9.2
3818,52542,8.1
3819,50925,7.7
3820,52372,10
3821,50523,5.7
3822,51396,10
3823,50291,7.1
3824,51274,10
3825,49224,10
3826,52643,7.2
3827,51097,7.3
3828,51589,9.9
3829,49624,7.3
3830,52114,10
3831,52345,9.1
3832,52186,5.6
3833,49797,9.6
3834,51667,7.3
3835,48995,8.2
3836,52106,7
3837,51992,6.3
3838,49934,7.5
3839,52890,5
3840,49795,9.8
3841,50269,8.7
3842,52368,9.1
3843,52836,7.6
3844,52892,5.2
3845,52544,9.4
3846,49775,10
3847,49328,5.2
3848,50321,10
3849,49101,7.6
3850,52539,7.2
3851,52697,10
3852,50596,7.7
3853,50278,5.7
3854,49007,9.7
3855,52297,7.6
3856,51060,10
3857,51733,9.8
3858,49738,10
3859,49447,9.6
3860,49951,10
3861,50385,10
3862,51694,9.2
3863,50505,5.3
3864,48986,5.7
3865,50701,10
3866,49029,6.3
3867,49518,5.3
3868,50961,8.8
3869,52288,10
3870,51362,8.2
3871,50168,9
3872,52280,8.5
3873,50767,10
3874,50567,6
3875,51199,8
3876,52330,5.5
3877,51042,10
3878,52642,9.1
3879,52348,8.7
3880,50753,6.3
3881,52623,8.1
3882,50031,8.9
3883,51379,6.5
3884,52756,9.4
3885,49069,8.6
3886,51326,10
3887,49323,9.9
3888,51193,6.4
3889,49298,10
3890,51109,9
3891,52345,6.7
3892,52967,8.9
3893,52934,8.6
3894,50205,8.7
3895,50880,10
3896,50257,8.6
3897,50548,6.2
3898,52422,5.2
3899,49804,7
3900,50391,5.4
3901,49058,10
3902,52471,6.1
3903,51276,6
3904,50657,7.5
3905,51403,7.8
3906,51812,5.9
3907,51624,7.3
3908,50162,10
3909,52569,5
3910,52240,7.5
3911,52571,8.3
3912,52062,6
3913,52077,8
3914,50166,8.4
3915,51571,8.7
3916,52633,5.9
3917,52098,10
3918,51331,6
3919,52377,5.9
3920,50866,7.6
3921,49399,8
3922,50348,10
3923,49077,8.4
3924,51117,7.7
3925,52791,8.6
3926,50856,10
3927,50896,8.6
3928,49068,8.6
3929,49168,8.5
3930,50524,8.9
3931,49957,5.5
3932,52595,8.6
3933,51132,7.9
3934,49118,9.9
3935,51830,5.7
3936,51219,9.4
3937,49688,5.1
3938,52129,5.5
3939,51528,10
3940,51783,10
3941,49345,10
3942,52927,7.2
3943,49903,7
3944,49680,10
3945,50785,10
3946,51481,9.1
3947,51484,6.4
3948,50008,5.8
3949,50631,6.3
3950,52296,5
3951,51876,5.9
3952,50957,6.6
3953,49968,5.3
3954,51721,6.9
3955,50592,9
3956,51086,10
3957,50625,8.1
3958,49960,6.2
3959,49761,8.4
3960,52017,6.8
3961,52180,6.2
3962,49413,10
3963,49270,10
3964,52429,8.7
3965,51459,9.4
3966,51169,8.4
3967,52680,7.5
3968,52088,8.3
3969,51447,10
3970,52070,10
3971,52821,8.1
3972,49467,7
3973,50052,7.6
3974,51069,6
3975,52954,5.2
3976,51377,9.9
3977,50200,9.8
3978,49517,7
3979,52308,7.5
3980,52451,9
3981,53046,8.1
3982,51073,8.7
3983,50996,10
3984,50350,10
3985,50585,6.4
3986,50592,10
3987,51293,7.8
3988,52520,5.9
3989,51437,8.8
3990,51317,5.8
3991,52200,7.4
3992,51156,6
3993,49245,5.3
3994,52269,10
3995,50083,7.2
3996,49388,9
3997,51672,9
3998,50012,8.1
3999,50828,6.8
4000,50459,9.3
4001,53086,8.3
4002,50752,8.6
4003,49771,9.9
4004,49127,10
4005,50717,7.3
4006,51700,7.6
4007,50524,5.9
4008,51959,9.3
4009,52332,5.2
4010,52702,8.3
4011,49213,9.1
4012,51152,9.5
4013,50727,8.6
4014,50078,8.7
4015,52545,8.7
4016,49889,9.9
4017,49331,10
4018,50214,8.5
4019,52848,5.4
4020,51633,8
4021,49450,8.6
4022,50291,10
4023,52146,10
4024,52044,5.5
4025,50716,8.8
4026,51852,6.6
4027,49667,6.7
4028,52977,9.6
4029,49427,7
4030,52527,9.5
4031,52872,5.8
4032,50664,6.2
4033,52065,10
4034,50541,6
4035,50879,5.8
4036,52712,6.8
4037,51067,10
4038,50715,8.8
4039,51151,7
4040,50929,6.8
4041,49824,7
4042,50488,6.2
4043,49727,7
4044,49778,9.1
4045,51217,7.4
4046,52578,8.9
4047,53106,8
4048,50007,5.8
4049,49834,6.5
4050,51317,9.9
4051,50939,10
4052,52965,6.8
4053,49456,8.3
4054,49727,8.2
4055,49953,6.1
4056,49682,6.8
4057,49679,8.5
4058,53013,8.9
4059,53055,7.3
4060,51702,5.4
4061,50148,10
4062,50956,10
4063,52982,5.3
4064,50564,9.1
4065,52790,10
4066,49894,8.8
4067,51686,8.5
4068,51614,5.3
4069,52207,5.4
4070,52556,7.9
4071,49705,6.4
4072,52311,6
4073,50332,9
4074,51665,7.1
4075,50593,10
4076,49821,7.8
4077,52477,10
4078,50224,6.3
4079,50712,5.3
4080,50721,7
4081,50195,10
4082,50456,5
4083,49364,9.4
4084,50661,10
4085,51888,7.8
4086,52156,6.7
4087,49953,10
4088,53138,9.9
4089,50118,8.5
4090,49864,8.6
4091,51427,6.8
4092,51449,5.1
4093,50946,7.7
4094,49748,5.3
4095,49695,9.1
4096,51211,5.2
4097,49375,5.8
4098,52678,7.2
4099,50476,8.6
4100,52862,7.1
4101,50007,5.4
4102,50214,10
4103,50674,8.8
4104,53109,5.3
4105,49339,7.5
4106,50690,7
4107,52255,5.8
4108,50775,8
4109,53064,9.1
4110,50766,5.6
4111,51776,6.9
4112,51253,8
4113,52175,8.3
4114,49876,10
4115,49989,10
4116,49856,8.8
4117,51212,8.3
4118,52525,7.3
4119,50414,7.1
4120,49695,9.8
4121,49890,8
4122,51673,7.1
4123,50391,6
4124,51035,6.8
4125,49273,7
4126,51210,8.7
4127,50999,6.8
4128,51961,5.6
4129,51926,10
4130,53227,8
4131,51274,7
4132,52018,7.6
4133,49582,10
4134,49932,10
4135,51222,9.8
4136,50397,10
4137,49962,8.1
4138,50785,10
4139,52902,7.9
4140,49693,7
4141,52529,6.9
4142,51155,9.1
4143,50974,10
4144,49579,5.5
4145,52522,6.5
4146,50567,9
4147,49328,6.1
4148,51721,5.6
4149,50869,8.7
4150,52574,5
4151,49778,9.3
4152,51701,7.8
4153,50701,8.5
4154,50607,7.9
4155,49319,6.1
4156,49297,5.2
4157,51082,6.7
4158,53037,10
4159,51675,6.6
4160,50261,10
4161,51618,8.2
4162,49779,10
4163,51535,8.3
4164,49658,5.7
4165,51693,8.6
4166,51709,9.4
4167,50305,8.5
4168,50732,8.1
4169,53010,8
4170,51758,8.7
4171,50442,9.9
4172,52437,7.1
4173,53119,7.1
4174,51941,10
4175,52386,6.2
4176,52756,10
4177,50400,5.9
4178,49980,10
4179,52223,8.9
4180,53130,6.6
4181,52833,7.9
4182,52414,7.2
4183,52421,9.6
4184,52151,7.5
4185,53185,8
4186,49915,7.5
4187,50615,5.4
4188,51952,8.3
4189,52839,8.3
4190,51117,10
4191,50819,6.5
4192,51398,9
4193,50078,10
4194,51792,10
4195,53129,7.1
4196,50432,7
4197,51289,10
4198,52091,10
4199,51482,6.6
4200,50426,6.6
4201,52435,10
4202,51309,8.1
4203,52424,7.9
4204,50877,7.4
4205,51471,9.1
4206,49786,5.5
4207,49901,7.3
4208,51221,5.6
4209,52488,5.5
4210,49699,6.4
4211,50135,8.3
4212,51591,9.5
4213,51694,10
4214,51108,10
4215,50658,5.1
4216,52800,9.6
4217,53259,8.3
4218,51874,10
4219,50776,7.2
4220,51599,7
4221,51162,6
4222,51389,7.4
4223,52091,10
4224,52511,7.4
4225,49749,9.3
4226,49833,9.8
4227,49906,8.2
4228,52492,9.6
4229,49781,7.8
4230,52058,8.8
4231,49863,6.6
4232,50357,9.5
4233,51671,6.5
4234,52700,6.5
4235,53077,10
4236,49820,10
4237,52646,6
4238,52539,6
4239,50922,10
4240,49788,5.1
4241,49795,9.9
4242,51648,8.4
4243,52933,5.1
4244,50802,9.5
4245,51454,8
4246,50563,5.4
4247,50304,9.4
4248,53145,6.2
4249,52736,9.7
4250,51273,8
4251,49656,10
4252,51781,7
4253,50196,9.1
4254,51767,7
4255,49929,10
4256,50247,10
4257,52154,7.2
4258,51962,9.4
4259,50692,6
4260,52014,7.3
4261,52842,9.5
4262,51221,9.9
4263,51009,10
4264,49369,9
4265,52941,8.7
4266,53260,10
4267,49602,6.8
4268,51434,8.9
4269,52712,9
4270,52086,7
4271,52090,5.1
4272,52632,7.4
4273,50943,9.2
4274,51223,6.6
4275,51964,6.1
4276,52524,5.2
4277,50662,7.7
4278,52844,9.7
4279,50604,9.7
4280,50824,9.6
4281,49923,5.3
4282,51787,10
4283,49962,6.7
4284,51502,8.8
4285,49840,5.5
4286,49472,7.8
4287,49530,6.4
4288,53251,8.9
4289,51642,6.4
4290,51761,10
4291,50953,10
4292,51606,10
4293,52528,8
4294,52111,10
4295,53068,6.4
4296,50761,9.4
4297,52430,6.7
4298,49664,9.1
4299,51407,10
4300,53023,8.4
4301,52229,6
4302,52580,5.8
4303,52777,7.5
4304,53219,7.9
4305,50394,6.8
4306,52944,5.7
4307,51071,9.1
4308,51462,8.4
4309,53143,6.6
4310,51005,5.1
4311,53126,6.5
4312,53048,7.2
4313,51351,6.3
4314,53277,5.4
4315,53235,10
4316,50902,8
4317,50066,6
4318,49494,10
4319,50780,5.2
4320,50298,9
4321,51750,6.5
4322,51982,6
4323,51612,10
4324,51594,8.2
4325,51450,5.9
4326,52594,9.7
4327,52221,5
4328,52479,10
4329,49550,10
4330,53412,9.6
4331,50477,5
4332,51699,7.7
4333,50616,9.5
4334,52010,8
4335,49783,8.5
4336,51590,10
4337,51647,10
4338,49480,9
4339,52363,9.7
4340,51776,10
4341,53393,10
4342,49444,7.8
4343,51713,8
4344,51471,8
4345,50002,6.4
4346,52175,10
4347,51065,6.6
4348,49778,6
4349,52307,9.2
4350,50790,10
4351,49786,8.5
4352,49886,6.4
4353,52550,6
4354,53154,7.5
4355,49942,7.4
4356,49747,10
4357,52698,9.2
4358,51466,10
4359,51878,6.2
4360,53133,9.8
4361,51093,8
4362,51993,10
4363,52638,9
4364,50570,8.1
4365,53327,9.3
4366,51632,10
4367,51221,5
4368,52196,5.3
4369,51590,6.6
4370,53188,7.4
4371,52662,7.3
4372,51605,6
4373,52350,7.5
4374,50620,6.1
4375,52890,7.1
4376,50819,9
4377,50974,9.8
4378,50037,6.3
4379,50614,7
4380,53228,8
4381,51008,5.6
4382,50955,10
4383,49733,10
4384,51005,9.3
4385,53187,8
4386,52604,6.1
4387,52025,9.2
4388,51704,7.1
4389,53048,9.2
4390,51780,10
4391,51549,7.1
4392,50570,5.8
4393,50706,9.9
4394,52158,9.7
4395,52490,10
4396,52339,7.1
4397,50114,9
4398,50147,5
4399,50236,5.2
4400,50616,10
4401,50139,6.6
4402,50091,5.5
4403,51933,7.4
4404,51871,10
4405,49659,6.6
4406,53109,5.5
4407,50562,6
4408,51773,5.2
4409,53323,10
4410,53240,7
4411,51507,10
4412,51363,8.5
4413,49888,6.9
4414,51829,10
4415,53214,6
4416,52366,9.1
4417,52162,5.9
4418,50131,6.6
4419,52737,7.3
4420,52704,8.5
4421,51723,5.6
4422,51362,7.9
4423,50167,5.3
4424,51377,7.1
4425,52641,5.7
4426,53521,8.2
4427,51286,5.3
4428,49533,6.1
4429,51584,6.1
4430,52288,8.4
4431,52207,5.3
4432,50295,6.9
4433,52884,8.6
4434,50519,8.4
4435,52239,9.2
4436,51226,10
4437,52326,7.3
4438,51727,8
4439,51619,9.4
4440,51874,9.9
4441,50807,10
4442,52140,6.7
4443,52534,6.7
4444,50353,10
4445,52359,7.6
4446,51541,10
4447,53491,8.2
4448,49909,6.5
4449,53492,9
4450,52070,6.5
4451,52670,10
4452,49783,7.5
4453,51543,7.5
4454,50719,9.2
4455,52592,10
4456,51700,10
4457,50794,5.1
4458,51014,8.8
4459,51751,9
4460,51814,10
4461,52432,10
4462,52114,9.8
4463,53433,6.2
4464,53114,8.7
4465,52543,8.8
4466,51554,7.8
4467,52634,9.3
4468,52233,6.7
4469,52630,7.7
4470,52646,8.6
4471,52855,9.1
4472,50462,10
4473,49706,8.8
4474,52281,10
4475,51963,10
4476,50178,7
4477,52834,9.9
4478,53045,9.2
4479,52987,9.8
4480,53193,9.7
4481,51427,7.8
4482,49581,5.8
4483,49624,8.9
4484,53179,5.2
4485,51380,6
4486,51263,7.9
4487,51019,8
4488,52589,5.7
4489,51712,10
4490,52636,6.7
4491,49926,10
4492,51425,8.5
4493,50953,5.9
4494,52696,6.7
4495,52700,6.8
4496,49725,6.4
4497,50628,8.8
4498,50329,5.2
4499,51661,7.4
4500,50584,8.3
4501,50041,5.2
4502,52282,6.3
4503,53058,6.2
4504,50648,8.2
4505,49972,8
4506,51558,7.9
4507,50078,9.4
4508,50647,7.6
4509,51800,9.2
4510,50623,8.1
4511,50788,10
4512,51242,10
4513,51123,5.7
4514,51551,7.2
4515,49797,10
4516,50545,6.5
4517,50035,9
4518,51273,10
4519,51705,10
4520,49700,6.8
4521,49766,7.1
4522,53456,8.4
4523,52919,10
4524,50529,6.8
4525,50107,7.3
4526,52553,8
4527,51553,10
4528,52392,9.3
4529,50759,9
4530,52447,9.3
4531,52901,10
4532,49863,5.5
4533,50065,10
4534,53289,9.2
4535,51556,7.6
4536,51702,7.4
4537,51322,6.4
4538,51728,8.7
4539,51249,7
4540,51752,10
4541,50351,7.1
4542,49799,8
4543,50585,9
4544,52533,9.7
4545,53056,7.8
4546,51157,7.5
4547,53326,8.3
4548,50721,9.8
4549,53509,6.4
4550,51896,9.2
4551,51038,10
4552,49767,10
4553,50648,6.6
4554,50696,6.7
4555,50117,9.3
4556,50184,5.8
4557,51289,7.1
4558,51890,10
4559,51349,8.8
4560,52117,9.6
4561,49967,8.2
4562,52978,7.8
4563,51375,8
4564,51813,9.2
4565,52401,5.7
4566,52884,10
4567,53445,8.1
4568,52030,6
4569,52262,8
4570,52722,7.2
4571,52109,8.6
4572,50934,10
4573,52328,6.6
4574,50520,9.5
4575,51603,6.3
4576,52616,6.2
