con,n_pro_viv,n_ren,ent,eda,zona,emp_ppal,ing7c,rama,ingocup
40272,27,4,10,20,2,2,2,2,6880
40272,121,2,10,28,2,1,1,1,5160
40275,133,3,10,17,2,1,1,4,5160
40275,217,3,10,13,2,1,1,4,2150
40277,30,1,10,35,2,2,2,4,6450
40280,92,2,10,41,2,2,2,4,10000
40282,110,1,10,27,2,2,2,2,6880
40282,30,1,10,47,2,1,1,4,4730
40297,109,3,10,27,2,1,1,4,6000
40298,42,3,10,26,2,1,2,4,7955
40299,107,3,10,27,2,2,3,3,12900
40302,19,1,10,23,2,2,1,2,5160
40303,64,2,10,22,2,2,1,2,5590
40306,96,3,10,31,2,2,5,4,43000
40308,505,1,10,47,2,1,2,4,10000
40308,377,1,10,42,2,2,2,2,8600
40309,21,1,10,43,2,1,5,4,35000
40310,9,1,10,37,2,2,3,4,17200
40317,141,1,10,37,2,2,2,1,12040
40318,73,1,10,57,2,1,1,4,5160
40320,54,3,10,26,2,2,2,4,10000
40322,33,1,10,46,2,2,3,2,14000
40327,51,1,10,34,2,1,2,4,8600
40327,51,5,10,17,2,1,2,4,6450
40327,41,2,10,30,2,1,2,3,7740
40328,100,1,10,36,2,2,2,4,12000
40329,92,1,10,35,2,1,2,4,9030
40331,12,1,10,64,2,2,2,1,8600
40333,51,1,10,36,2,2,3,4,14000
40339,6,1,10,63,2,2,2,4,11000
40339,34,1,10,53,2,2,2,4,12000
40339,76,3,10,50,2,2,2,4,12000
40341,72,2,10,19,2,1,1,4,2580
40344,75,1,10,65,2,1,2,1,6450
40345,34,3,10,21,2,1,2,4,8600
40347,81,1,10,36,2,2,2,4,9000
40348,89,6,10,35,2,1,2,4,7310
40355,67,1,10,72,2,2,4,3,25800
40361,66,3,10,23,2,1,2,4,6450
40369,33,5,10,34,2,2,1,4,4200
40370,2,1,10,46,2,2,2,4,10400
40376,78,1,10,70,2,1,2,4,7740
40376,78,3,10,32,2,2,2,2,6880
40378,76,3,10,25,2,1,1,4,3440
40381,131,2,10,32,2,1,2,1,8600
40386,50,4,10,20,2,2,2,3,6450
40389,77,1,10,44,2,1,2,4,7000
40390,72,1,10,30,2,1,2,4,6450
40390,72,2,10,27,2,2,1,4,4400
40391,126,2,10,51,2,1,2,4,7740
40394,20,3,10,19,2,2,1,2,5160
40402,78,4,10,28,2,2,1,4,4700
40403,15,1,10,43,2,2,1,2,5000
40417,64,1,10,57,2,1,1,4,4945
40420,30,1,10,54,2,2,3,4,14000
40007,38,1,18,36,2,1,5,1,43000
40008,26,4,18,43,2,2,2,3,12400
40008,26,5,18,33,2,1,1,4,6200
40010,18,2,18,33,2,1,2,4,8600
40020,85,2,18,24,2,2,2,2,8600
40025,62,2,18,36,2,2,3,4,14000
40026,97,2,18,23,2,1,1,4,1290
40027,51,2,18,18,2,1,2,4,6450
40029,44,5,18,44,2,1,2,2,10750
40034,23,3,18,59,2,1,1,4,5000
40037,115,3,18,24,2,1,1,3,4300
40049,65,1,18,46,2,2,2,3,7525
40067,103,1,18,43,2,1,4,3,23220
40070,71,3,18,26,2,2,2,4,8000
40082,18,2,18,25,2,2,2,4,8000
40082,132,1,18,37,2,1,2,4,11610
40090,91,2,18,28,2,1,2,3,6880
40101,26,1,18,69,2,1,1,4,2150
40103,38,2,18,46,2,2,2,4,9200
40105,125,2,18,30,2,2,3,4,16000
40117,67,2,18,24,2,1,1,3,6000
40131,38,1,18,44,2,2,1,3,5160
40131,38,3,18,18,2,1,1,4,2150
40136,46,1,18,62,2,2,1,4,4300
40136,89,3,18,20,2,1,2,3,6450
40138,140,1,18,42,2,1,2,3,10750
40138,140,2,18,49,2,1,1,4,5590
40140,100,1,18,45,2,2,4,4,30960
40146,58,2,18,20,2,1,2,4,6450
40153,67,2,18,39,2,2,3,4,15000
40154,59,2,18,44,2,2,2,4,9600
40159,5,1,18,56,2,2,2,4,12000
40166,61,1,18,34,2,2,4,4,30000
40179,33,2,18,68,2,1,1,4,4300
40185,38,2,18,24,2,2,2,3,6450
40195,101,2,18,26,2,2,1,4,4000
40198,80,1,18,44,2,2,2,3,6450
40201,46,1,18,49,2,1,2,4,6450
40208,21,2,18,22,2,2,2,4,7000
40224,63,5,18,37,2,2,2,3,9890
40226,115,3,18,20,2,2,1,4,6000
40228,78,2,18,30,2,2,1,4,6000
40229,107,2,18,19,2,1,1,3,3440
40238,78,2,18,35,2,2,4,4,25000
40240,104,3,18,32,2,2,3,4,14800
40240,32,1,18,79,2,1,1,4,405
40245,19,1,18,52,2,2,2,3,8400
40246,73,1,18,38,2,2,2,4,8600
40254,94,1,18,32,2,2,2,3,8170
40256,9,1,18,38,2,2,2,4,11000
40259,39,1,18,50,2,2,3,4,13000
40260,87,2,18,20,2,1,1,3,860
40284,69,7,18,29,2,1,3,2,12900
40287,81,1,18,68,2,1,2,2,7740
40293,26,1,18,55,2,1,3,4,15000
40293,26,2,18,51,2,2,2,4,12000
40295,92,2,18,44,2,2,2,2,6450
40298,116,2,18,34,2,2,3,4,14000
40324,15,2,18,48,2,1,2,4,8000
40326,65,3,18,20,2,1,2,1,10320
40331,114,2,18,31,2,1,2,4,7740
40334,123,1,18,34,2,1,1,3,4300
40337,84,4,18,38,2,1,2,4,10000
40338,97,2,18,22,2,1,2,4,7000
40339,81,2,18,31,2,2,3,4,18000
40341,95,1,18,32,2,1,2,4,12000
40345,21,4,18,57,2,1,1,4,3612
40370,28,2,18,37,2,1,1,4,4300
40372,30,3,18,43,2,1,1,4,5160
40374,45,1,18,45,2,2,1,4,4000
40384,122,1,18,41,2,1,2,4,6450
40391,53,1,18,49,2,2,1,4,4300
40407,3,1,18,40,2,2,2,4,10000
40411,4,3,18,51,2,2,2,4,8600
40003,38,1,4,39,2,2,4,4,20000
40005,10,1,4,55,2,2,3,4,16000
40013,43,1,4,76,2,1,2,1,6450
40015,66,1,4,50,2,2,2,4,7200
40017,54,2,4,74,2,1,1,4,2150
40030,72,2,4,21,2,1,1,4,2400
40039,63,3,4,26,2,2,3,1,14000
40045,62,2,4,25,2,2,2,3,7000
40056,17,1,4,31,2,2,2,2,6880
40056,17,2,4,31,2,1,2,3,7740
40062,61,4,4,18,2,1,1,3,4300
40064,30,3,4,30,2,2,2,3,8600
40071,2,1,4,56,2,2,2,4,8600
40072,68,1,4,50,2,1,2,1,10320
40079,40,2,4,33,2,2,2,4,10000
40081,61,3,4,23,2,2,1,4,6000
40085,6,2,4,50,2,2,1,3,2580
40085,6,4,4,26,2,2,2,3,8600
40118,128,2,4,30,2,2,2,4,10320
40129,42,2,4,34,2,2,1,3,5590
40131,122,1,4,40,2,2,2,4,8600
40136,52,3,4,30,2,2,2,2,6450
40143,64,4,4,32,2,1,4,4,20000
40155,86,2,4,55,2,2,2,2,8600
40155,86,3,4,34,2,2,2,2,8170
40158,19,4,4,42,2,2,2,4,6400
40162,20,2,4,40,2,1,2,4,8600
40175,31,2,4,40,2,2,3,4,15050
40175,201,1,4,50,2,2,3,4,16000
40185,99,1,4,42,2,1,2,4,9000
40200,124,2,4,40,2,2,1,4,5200
40218,21,1,4,51,2,2,3,4,17000
40226,48,2,4,34,2,1,2,3,6880
40391,224,1,10,55,2,1,1,1,5590
40394,109,2,10,50,2,2,2,4,6450
40395,185,1,10,47,2,2,3,1,12900
40395,64,4,10,40,2,1,2,4,6450
40403,64,2,10,29,2,2,3,4,18060
40407,91,1,10,42,2,1,1,4,3010
40407,91,2,10,20,2,2,2,2,6450
40408,113,2,10,43,2,2,4,4,20000
40417,39,1,10,45,2,1,3,4,18000
40420,115,2,10,31,2,1,1,4,2000
40003,22,4,18,19,2,2,1,2,5420
40004,122,3,18,35,2,2,2,4,10000
40005,17,3,18,19,2,1,1,3,4300
40010,85,1,18,44,2,1,3,4,12900
40012,83,2,18,53,2,1,1,2,170
40013,117,2,18,26,2,2,1,3,5375
40016,126,2,18,33,2,1,2,4,6450
40030,103,1,18,39,2,2,2,2,10000
40033,34,5,18,22,2,1,1,4,5160
40037,94,1,18,37,2,1,1,4,6000
40042,17,2,18,28,2,2,2,4,12000
40045,57,1,18,43,2,2,4,4,30000
40050,112,2,18,32,2,1,1,3,4300
40056,68,1,18,31,2,1,2,4,8600
40067,66,2,18,42,2,2,2,4,6400
40076,24,1,18,70,2,1,2,2,10750
40079,77,2,18,31,2,1,2,4,10750
40089,6,3,18,30,2,2,2,4,12000
40097,109,2,18,44,2,1,1,3,860
40097,12,1,18,36,2,2,2,3,8000
40099,34,2,18,30,2,1,2,4,9000
40105,143,2,18,28,2,2,2,3,8600
40111,50,2,18,30,2,2,2,4,9000
40119,122,3,18,22,2,1,1,4,3000
40126,21,3,18,30,2,2,2,4,10000
40134,137,2,18,24,2,2,2,4,7000
40136,115,1,18,58,2,1,3,1,12900
40142,35,4,18,49,2,2,1,4,5600
40145,5,2,18,33,2,2,3,4,14000
40146,76,1,18,56,2,2,1,4,6200
40152,77,2,18,38,2,1,2,4,10000
40170,35,2,18,38,2,1,1,4,5160
40170,54,2,18,27,2,2,2,4,7310
40173,114,2,18,31,2,2,1,4,5375
40175,154,1,18,63,2,2,2,4,9000
40175,154,3,18,30,2,2,2,2,10750
40177,82,3,18,15,2,1,1,4,1290
40191,92,3,18,29,2,2,2,4,8000
40201,12,1,18,52,2,1,3,1,17200
40205,133,2,18,69,2,1,1,4,3225
40217,44,1,18,48,2,1,1,4,2150
40217,44,3,18,15,2,1,2,3,6450
40222,92,2,18,41,2,2,4,4,20000
40230,60,2,18,53,2,1,2,4,10000
40242,79,1,18,53,2,1,1,4,4300
40244,114,2,18,51,2,1,2,1,10750
40244,39,3,18,14,2,1,1,4,1720
40245,56,1,18,38,2,2,3,4,12900
40248,21,1,18,45,2,2,2,4,12000
40264,158,1,18,33,2,2,3,3,15000
40267,17,1,18,35,2,2,2,4,12000
40274,169,1,18,42,2,2,5,4,40000
40274,232,3,18,22,2,1,1,2,5160
40290,43,2,18,34,2,1,1,4,2150
40291,113,1,18,27,2,1,2,1,9460
40291,24,2,18,63,2,2,1,6,4167
40301,25,2,18,22,2,1,1,4,5000
40309,110,1,18,41,2,2,2,4,12000
40314,40,1,18,46,2,2,1,1,5160
40314,40,4,18,23,2,1,2,4,7740
40317,68,1,18,43,2,1,1,4,2580
40325,85,2,18,22,2,1,1,4,1720
40328,89,1,18,32,2,2,3,4,17200
40332,25,5,18,39,2,1,1,4,5590
40336,124,1,18,56,2,1,2,2,10320
40339,9,1,18,39,2,2,1,4,6000
40369,57,2,18,28,2,1,2,2,12040
40376,81,1,18,36,2,2,2,2,6450
40376,81,5,18,21,2,1,2,1,8600
40377,94,11,18,16,2,1,2,1,8600
40386,144,3,18,24,2,1,1,3,3010
40387,84,1,18,41,2,2,3,2,17200
40389,19,1,18,65,2,1,2,4,8000
40390,86,2,18,30,2,1,1,4,2580
40391,27,1,18,62,2,2,2,4,8000
40394,20,1,18,24,2,1,3,4,12900
40400,48,1,18,64,2,1,2,3,7740
40419,57,2,18,26,2,1,3,4,12900
40003,59,2,4,18,2,1,2,2,6450
40004,50,1,4,50,2,1,1,2,3577
40004,50,4,4,19,2,1,1,3,3870
40008,75,2,4,24,2,2,1,3,6020
40011,131,1,4,42,2,1,2,1,8600
40011,131,3,4,22,2,2,1,2,6020
40014,37,3,4,36,2,2,3,1,12900
40021,111,3,4,33,2,1,1,2,6020
40021,92,2,4,30,2,2,2,3,8600
40023,248,2,4,34,2,1,2,1,8600
40038,99,2,4,28,2,2,3,4,17200
40039,41,4,4,20,2,1,1,3,3225
40048,60,1,4,32,2,2,2,1,10750
40053,96,3,4,30,2,2,2,4,12000
40054,28,1,4,34,2,2,2,4,9600
40055,80,3,4,18,2,1,2,1,6450
40065,111,2,4,28,2,2,1,4,6000
40069,72,1,4,51,2,1,1,4,4644
40079,53,2,4,41,2,1,1,4,3870
40106,98,2,4,45,2,1,2,1,6450
40111,81,4,4,24,2,1,2,1,6450
40117,51,2,4,21,2,1,1,3,2580
40117,60,1,4,58,2,2,3,4,14000
40159,110,2,4,35,2,2,2,4,10000
40169,102,2,4,36,2,2,4,4,31000
40172,139,1,4,72,2,2,5,4,60000
40215,75,1,4,64,2,2,4,4,20000
40221,102,1,4,50,2,2,2,2,8600
40227,104,2,4,51,2,1,1,4,5160
40233,118,2,4,32,2,2,3,4,16000
40234,81,1,4,45,2,2,4,2,26000
40235,10,1,4,48,2,2,2,4,12000
40251,128,2,4,29,2,2,1,5,5160
40251,38,2,4,38,2,2,2,3,10000
40269,56,1,4,50,2,2,2,4,10000
40270,114,1,4,29,2,2,2,3,8170
40277,13,3,4,30,2,2,3,4,12900
40277,77,2,4,38,2,1,2,1,7740
40278,102,1,4,50,2,2,2,4,12000
40278,22,2,4,51,2,2,2,4,8000
40279,90,2,4,36,2,1,2,4,7500
40279,103,2,4,58,2,1,1,3,860
40280,73,1,4,44,2,1,2,1,8600
40281,115,1,4,30,2,1,1,3,3440
40281,115,8,4,39,2,1,4,3,25800
40285,115,1,4,48,2,2,1,4,5600
40288,3,1,4,64,2,2,2,4,6450
40288,60,2,4,40,2,2,1,1,6000
40298,128,1,4,46,2,1,3,4,15000
40300,19,1,4,38,2,2,2,4,8000
40301,40,2,4,22,2,1,1,1,3870
40301,64,2,4,47,2,1,1,4,3440
40301,64,4,4,30,2,1,1,3,6000
40303,52,2,4,27,2,2,3,4,15480
40306,14,2,4,29,2,2,4,4,20000
40310,32,1,4,55,2,2,4,1,20000
40310,32,2,4,23,2,1,1,4,2000
40314,5,1,4,31,2,2,3,3,14000
40314,83,1,4,57,2,2,3,4,17200
40316,25,1,4,62,2,2,1,4,5400
40321,43,3,4,31,2,1,2,1,10320
40325,42,2,4,22,2,1,2,4,6450
40329,34,5,4,26,2,2,3,5,18000
40329,26,2,4,30,2,1,1,4,3440
40331,89,3,4,23,2,1,2,2,7740
40336,43,1,4,71,2,2,1,4,6000
40338,44,3,4,26,2,1,1,4,5000
40341,139,1,4,33,2,2,3,4,16000
40341,105,1,4,34,2,2,1,3,6020
40342,58,1,4,35,2,1,1,4,1935
40343,58,2,4,47,2,2,2,4,7740
40343,93,1,4,42,2,1,2,2,6450
40344,163,1,4,48,2,1,1,3,2580
40349,140,2,4,30,2,1,1,3,6020
40357,19,2,4,20,2,2,1,4,5160
40357,141,2,4,27,2,1,1,4,5805
40001,97,3,17,45,2,2,1,4,4600
40008,46,1,17,47,2,2,3,4,17200
40011,134,2,17,27,2,2,3,4,15000
40017,3,4,17,19,2,2,2,4,7600
40024,15,1,17,65,2,1,2,1,10750
40025,48,3,17,27,2,1,2,2,6450
40027,133,2,17,37,2,1,3,1,12900
40037,111,2,17,30,2,1,1,4,6020
40039,145,2,17,33,2,1,2,4,6450
40065,42,2,17,65,2,1,1,3,4300
40073,110,3,17,17,2,1,1,4,3010
40086,98,2,17,39,2,1,2,4,6450
40087,56,1,17,38,2,1,1,4,5160
40089,19,1,17,67,2,2,1,4,4000
40095,86,1,17,46,2,1,1,4,3870
40106,35,4,17,15,2,1,1,3,3870
40114,26,3,17,74,2,1,1,4,4300
40115,9,1,17,57,2,1,2,4,12000
40116,94,2,17,53,2,1,1,4,1290
40120,129,1,17,42,2,1,1,4,2580
40120,129,2,17,45,2,1,2,1,6450
40122,169,4,17,19,2,1,2,4,8600
40126,73,2,17,17,2,1,1,4,2150
40130,12,1,17,62,2,1,2,4,6450
40135,69,1,17,20,2,2,1,4,5590
40137,21,1,17,63,2,2,2,4,8600
40158,66,1,17,36,2,1,2,1,12000
40161,129,1,17,49,2,1,1,4,3010
40162,100,1,17,57,2,1,1,1,2580
40169,77,3,17,20,2,2,2,3,6800
40209,111,4,17,27,2,1,1,4,2150
40215,102,2,17,48,2,2,2,4,9030
40238,18,1,17,33,2,2,2,4,10000
40240,138,1,17,46,2,1,1,4,2150
40249,53,5,17,61,2,1,2,3,6450
40249,6,1,17,57,2,1,1,4,5375
40249,6,3,17,27,2,1,1,2,300
40252,137,1,17,42,2,1,1,4,2580
40252,158,1,17,45,2,1,2,3,8600
40263,53,3,17,54,2,1,1,4,4128
40274,88,2,17,27,2,1,1,4,2580
40274,67,3,17,59,2,1,2,4,6450
40285,2,2,17,47,2,1,2,1,6880
40300,67,7,17,18,2,1,1,3,6000
40311,28,1,17,54,2,1,2,1,8600
40311,56,1,17,69,2,1,3,1,12900
40313,87,1,17,50,2,2,2,2,12000
40318,93,5,17,23,2,1,1,4,1075
40327,48,2,17,50,2,1,2,1,6450
40328,45,2,17,49,2,1,1,3,2580
40347,31,3,17,20,2,1,1,4,4300
40368,119,3,17,28,2,2,1,4,4000
40371,140,1,17,38,2,1,1,4,5160
40384,98,2,17,37,2,1,2,4,6450
40384,188,3,17,18,2,2,2,4,6400
40392,68,1,17,66,2,1,1,4,2580
42001,4,1,30,49,2,1,1,4,1290
42007,18,2,30,51,2,2,2,3,6235
42012,27,1,30,60,2,1,1,3,1500
42019,48,1,30,64,2,1,1,2,2000
42021,34,1,30,72,2,1,1,4,3000
42039,56,1,30,35,2,1,1,1,5590
42047,86,2,30,42,2,2,4,4,21000
42048,102,1,30,56,2,2,5,4,32000
42065,105,1,30,48,2,1,1,4,4515
42068,12,2,30,46,2,2,2,4,6800
42068,29,1,30,63,2,1,2,4,6450
42076,55,4,30,27,2,2,2,1,8600
42079,4,3,30,22,2,1,1,4,4730
42086,62,2,30,55,2,1,1,3,1290
42086,62,4,30,14,2,1,1,4,1290
42087,52,3,30,36,2,1,1,3,5160
42095,81,1,30,49,2,1,2,2,8600
42096,50,2,30,58,2,1,1,3,2150
42099,61,3,30,23,2,2,2,4,9000
42102,90,2,30,44,2,2,3,4,14000
42107,23,1,30,46,2,2,2,2,6450
42110,91,1,30,66,2,1,1,3,2580
42117,122,4,30,30,2,2,2,4,8400
42120,35,3,30,23,2,1,2,1,10750
42138,17,1,30,59,2,1,3,4,12900
42140,90,1,30,46,2,2,2,4,12000
42140,90,2,30,33,2,2,2,4,12000
42146,22,1,30,20,2,2,2,4,10750
42149,47,4,30,27,2,2,2,4,8600
42155,20,1,30,43,2,2,3,3,13000
42156,121,3,30,51,2,1,1,4,4000
42157,8,3,30,26,2,2,4,4,21500
42165,140,2,30,56,2,2,2,4,7600
42167,40,2,30,28,2,1,2,4,6450
42172,41,2,30,38,2,2,4,4,26000
42175,2,1,30,32,2,1,1,4,1720
42177,72,1,30,72,2,1,2,4,6450
42177,54,1,30,46,2,1,1,3,5160
42186,18,1,30,64,2,1,1,4,2580
42197,8,1,30,50,2,1,1,4,3440
42198,7,1,30,29,2,1,1,1,860
42203,15,1,30,62,2,1,1,3,2580
42205,32,2,30,44,2,2,2,3,7200
42216,55,1,30,59,2,2,3,1,12900
42219,81,1,30,53,2,1,2,1,6450
42222,13,1,30,44,2,2,2,4,9800
42224,106,1,30,63,2,2,3,4,15050
42227,11,5,30,22,2,1,1,4,1290
42230,41,1,30,26,2,2,3,4,15000
42232,123,1,30,47,2,1,2,1,8600
42237,127,1,30,65,2,1,1,4,2580
42237,51,3,30,19,2,1,1,4,2580
42245,2,1,30,52,2,2,3,4,13330
42249,17,4,30,23,2,1,3,1,12900
42258,114,2,30,23,2,2,2,1,12040
42260,146,3,30,36,2,2,2,3,9600
42269,130,1,30,36,2,2,1,4,6000
42273,25,3,30,18,2,1,1,4,3010
42275,197,2,30,43,2,2,2,3,8600
42277,140,3,30,26,2,1,1,4,2580
42280,32,1,30,54,2,2,2,4,8600
42282,111,1,30,39,2,1,2,2,7740
42287,6,1,30,58,2,2,3,4,15050
42288,229,1,30,25,2,2,2,3,7310
42292,107,1,30,37,2,1,1,3,5418
42296,18,3,30,70,2,1,1,4,4300
42304,46,1,30,26,2,1,2,2,8600
42305,95,2,30,55,2,1,2,4,9030
42307,3,1,30,58,2,1,1,4,4300
42308,259,2,30,58,2,1,1,4,6210
42313,63,1,30,63,2,1,4,4,30000
42321,27,2,30,21,2,1,2,3,6450
42326,24,1,30,62,2,2,1,2,5160
42327,37,2,30,19,2,1,1,4,3440
42331,43,1,30,40,2,2,2,2,12000
42341,75,1,30,47,2,2,2,4,7600
42351,26,2,30,33,2,2,2,4,8600
42352,77,5,30,46,2,1,1,3,2580
42353,50,1,30,58,2,1,1,4,2000
42353,73,2,30,21,2,1,2,1,8600
42358,22,2,30,31,2,2,1,4,6000
42359,68,1,30,45,2,2,2,2,8600
42359,40,8,30,82,2,1,1,4,5375
42369,53,1,30,46,2,1,3,4,12900
42375,34,1,30,61,2,2,4,4,22000
42385,22,1,30,41,2,1,2,4,7525
42393,1,2,30,25,2,1,2,4,8000
42402,56,2,30,51,2,1,1,4,430
42403,57,1,30,66,2,1,1,4,2150
42408,151,2,30,33,2,1,1,4,3225
42411,97,2,30,25,2,1,2,4,12040
42415,66,2,30,22,2,2,1,2,6020
40008,139,1,20,39,2,1,3,4,12900
40010,61,2,20,24,2,2,2,3,8000
40020,62,1,20,56,2,2,5,4,40000
40021,90,5,20,38,2,1,2,4,7740
40023,82,1,20,60,2,2,5,4,38700
40026,21,2,20,52,2,2,2,4,9000
40037,101,1,20,59,2,1,1,3,6000
40041,3,1,20,60,2,1,2,2,8600
40043,74,2,20,17,2,1,2,1,6450
40046,18,1,20,38,2,1,4,4,20000
40050,31,2,20,53,2,1,1,4,2580
40050,79,3,20,15,2,1,1,4,645
40051,67,3,20,29,2,2,1,2,6020
40051,57,1,20,61,2,1,4,4,20000
40053,60,1,20,76,2,1,1,4,860
40055,83,1,20,54,2,1,1,3,2150
40060,143,1,20,51,2,2,2,4,10000
40060,143,2,20,45,2,2,2,4,12000
40063,47,1,20,55,2,1,1,3,4300
40065,50,1,20,34,2,2,1,4,4400
40070,72,1,20,62,2,1,1,4,2580
40084,48,1,20,56,2,2,1,3,5590
40086,89,5,20,25,2,2,3,4,14000
40089,104,2,20,23,2,2,1,4,6000
40093,3,2,20,65,2,2,4,4,28000
40101,48,2,20,72,2,1,1,3,4300
40103,128,1,20,62,2,1,1,4,4300
40106,126,1,20,40,2,1,2,4,10000
40109,43,4,20,26,2,1,1,4,3000
40124,15,4,20,27,2,2,3,4,18000
40136,112,1,20,61,2,2,2,4,9600
40141,6,2,20,41,2,1,2,4,6450
40142,33,2,20,39,2,2,2,4,9000
40155,95,2,20,46,2,1,1,2,2580
40156,61,3,20,19,2,1,1,4,1720
40157,14,1,20,57,2,2,4,4,30000
40161,23,2,20,40,2,1,1,4,6000
40163,208,2,20,39,2,1,1,3,1200
40164,64,1,20,55,2,2,3,4,14000
40166,3,4,20,72,2,1,1,3,860
40166,67,2,20,59,2,2,3,4,15000
40174,120,2,20,50,2,1,1,4,3440
40175,57,2,20,45,2,2,2,4,12000
40175,117,1,20,47,2,2,4,4,24000
40175,117,2,20,46,2,2,3,4,18000
40175,117,3,20,25,2,1,1,4,4000
40178,41,1,20,64,2,2,4,4,30000
40187,3,2,20,53,2,1,1,4,3225
40191,47,2,20,43,2,2,2,3,6450
40196,56,1,20,48,2,1,2,4,6450
40204,14,3,20,25,2,2,2,4,7500
40207,9,7,20,21,2,1,2,3,6450
40218,83,2,20,33,2,1,1,3,2580
40224,27,2,20,29,2,1,1,4,6000
40229,85,2,20,40,2,1,1,4,4300
40231,62,4,20,25,2,2,3,4,13545
40235,155,1,20,43,2,2,4,4,20000
40235,155,2,20,38,2,1,1,4,5000
40241,48,1,20,46,2,2,2,4,10000
40241,112,3,20,20,2,1,2,4,6450
40242,54,2,20,43,2,2,1,3,5160
40246,56,1,20,52,2,1,4,3,20000
40250,51,2,20,23,2,1,2,4,6450
40251,40,1,20,65,2,1,3,4,12900
40255,122,3,20,23,2,2,2,3,7400
40260,109,2,20,52,2,2,1,4,4300
40274,9,2,20,50,2,1,1,4,1500
40274,74,1,20,20,2,1,2,4,10750
40277,17,1,20,73,2,2,2,4,10320
40285,49,2,20,36,2,1,2,3,8000
40285,87,1,20,46,2,1,2,4,10750
40287,21,2,20,26,2,2,2,4,10000
40290,172,1,20,39,2,1,2,2,8600
40294,36,2,20,43,2,2,2,3,12000
40296,78,1,20,28,2,2,1,4,5000
40297,31,2,20,52,2,2,3,4,15000
40299,95,1,20,35,2,1,1,4,5590
40323,322,1,20,50,2,2,2,4,10000
40325,12,1,20,58,2,1,2,4,10750
40329,76,1,20,29,2,2,2,4,10000
40329,26,1,20,42,2,2,2,4,11000
40335,120,1,20,46,2,1,2,2,10000
40336,58,2,20,45,2,2,2,4,10000
40339,82,1,20,66,2,1,2,2,8600
40339,59,2,20,38,2,1,2,4,10000
40348,83,2,20,53,2,2,1,1,5000
40354,222,1,20,47,2,2,4,2,24000
40355,99,1,20,61,2,2,2,4,8600
40355,34,3,20,23,2,1,1,4,5160
40356,62,1,20,32,2,1,4,4,21000
40359,54,3,20,19,2,1,1,4,4300
40360,39,1,20,30,2,1,1,3,3000
40360,30,1,20,53,2,1,2,1,6450
40363,64,1,20,36,2,1,2,3,6880
40371,74,3,20,17,2,1,1,3,1032
40380,60,3,20,29,2,2,2,4,8000
40381,100,2,20,52,2,2,3,4,14000
40386,130,1,20,55,2,1,2,4,12000
40388,101,2,20,52,2,2,4,4,20000
40388,101,3,20,17,2,2,1,4,4300
40391,67,2,20,21,2,1,1,4,2580
40391,89,2,20,23,2,1,2,4,10750
40393,125,1,20,43,2,2,2,4,9600
40398,26,1,20,31,2,2,2,4,9000
40399,91,1,20,49,2,1,2,4,12000
40400,185,2,20,33,2,2,2,4,8000
40402,14,4,20,19,2,1,1,4,3870
40409,12,1,20,45,2,2,3,4,14000
40413,98,1,20,57,2,1,5,1,34400
40415,29,2,20,56,2,1,2,3,9000
40001,29,1,32,39,2,2,2,4,10000
40002,3,2,32,22,2,1,1,3,4300
40006,37,2,32,28,2,1,2,4,10750
40012,96,1,32,34,2,2,4,2,19350
40017,46,1,32,36,2,1,1,4,645
40017,63,1,32,39,2,2,2,4,8600
40021,36,3,32,20,2,1,1,4,5200
40023,63,1,32,53,2,1,2,1,7740
40023,5,1,32,65,2,2,1,4,3800
40034,109,2,32,56,2,2,1,4,5000
40037,35,3,32,25,2,2,2,4,11600
40039,60,1,32,57,2,2,3,4,16000
40040,30,1,32,54,2,2,2,1,7740
40043,55,1,32,59,2,1,1,4,2580
40045,122,3,32,24,2,2,1,2,4000
40056,65,2,32,44,2,2,5,1,40000
40057,2,2,32,25,2,2,3,2,14000
40058,36,2,32,36,2,2,2,3,10000
40060,229,1,32,29,2,2,2,4,7740
40073,119,1,32,56,2,2,1,4,6200
40077,61,4,32,20,2,1,2,3,7310
40078,4,1,32,50,2,1,2,4,6224
40079,114,2,32,62,2,1,3,4,12900
40084,34,2,32,56,2,2,3,4,16000
40091,84,3,32,20,2,1,1,1,3400
40096,86,1,32,37,2,1,1,4,3225
40097,190,1,32,45,2,1,2,2,7740
40098,59,4,32,27,2,2,2,3,8600
40101,61,2,32,33,2,1,2,1,7740
40106,145,1,32,38,2,2,3,4,15000
40107,289,1,32,45,2,2,2,4,12000
40110,80,1,32,62,2,2,3,4,18000
40112,82,2,32,39,2,2,2,4,6240
40113,92,1,32,34,2,2,2,4,9000
40113,140,2,32,62,2,1,1,4,6000
40114,17,1,32,21,2,1,2,4,10750
40115,154,1,32,42,2,2,3,5,16340
40118,126,3,32,24,2,2,2,2,9890
40120,72,1,32,50,2,2,2,4,8600
40122,31,1,32,44,2,2,2,4,7000
40122,120,1,32,54,2,1,2,4,8600
40123,85,3,32,29,2,1,2,3,8000
40123,87,4,32,20,2,1,1,4,6000
40124,82,1,32,33,2,1,1,4,5000
40125,198,2,32,21,2,1,1,4,5160
40136,10,1,32,46,2,2,4,4,24000
40138,99,2,32,70,2,2,1,4,4400
40140,44,1,32,60,2,2,4,4,20000
40144,151,2,32,26,2,1,1,4,5160
40151,249,1,32,51,2,1,1,3,3440
