con,n_pro_viv,n_ren,ent,eda,zona,emp_ppal,ing7c,rama,ingocup
40299,166,1,29,19,2,2,1,1,3870
40258,74,1,25,39,2,2,3,2,12900
60029,59,1,1,54,2,1,1,2,4300
50005,20,3,18,48,2,1,1,1,5160
41048,63,4,5,29,2,2,5,2,52000
40132,84,2,12,58,2,1,1,3,1548
50022,124,3,29,25,2,1,1,2,4730
41055,75,2,5,36,2,2,3,4,16000
40043,103,1,18,40,2,2,2,4,12000
60015,226,4,5,18,2,2,2,6,9460
40012,56,1,18,55,2,1,2,4,6450
50079,188,1,30,77,2,1,1,3,3000
41030,8,3,28,25,1,2,1,2,8923
40386,144,1,18,62,2,1,2,1,12000
40153,115,1,23,78,2,1,1,3,860
60011,18,2,26,24,2,1,1,6,5160
40024,47,7,16,53,2,2,2,4,8400
40124,123,1,5,40,2,2,4,4,20000
40414,63,1,18,39,2,2,4,4,30000
60003,70,3,22,23,2,2,1,3,5590
40241,9,1,20,34,2,1,4,3,25000
60017,3,6,31,22,2,1,1,2,400
60006,168,3,10,35,2,1,1,3,1000
50009,111,1,12,46,2,1,1,4,5160
40048,190,1,15,71,2,1,1,1,2580
40302,60,3,6,21,2,1,1,3,1290
60004,194,1,24,49,2,1,1,1,5160
50031,79,1,29,43,2,1,1,3,5160
40212,116,1,11,66,2,2,2,4,10000
60020,163,2,21,17,2,1,1,6,4300
40111,42,2,10,45,2,2,2,4,9000
40298,9,2,14,40,2,2,2,3,8000
40186,22,3,3,52,2,2,2,6,10836
40376,53,1,24,31,2,1,2,4,8600
40157,128,1,12,64,2,1,1,4,6000
40019,32,1,4,38,2,2,3,4,14000
60006,192,1,2,54,1,2,1,4,9000
41154,8,1,5,24,2,1,1,4,2000
60015,275,1,12,48,2,1,1,6,1667
50042,64,1,24,51,2,2,2,4,7000
41182,146,1,30,34,2,2,2,4,10000
50029,12,4,14,28,2,2,2,6,11610
41078,28,2,5,33,2,1,1,4,3000
50021,284,3,31,24,2,2,2,1,10750
41382,137,2,4,58,2,1,4,4,30000
40011,71,3,21,30,2,2,3,2,14000
40104,64,1,8,41,2,1,2,4,6450
60019,38,1,21,53,2,1,1,6,2795
41264,64,2,5,68,2,1,1,4,6000
50049,80,1,11,55,2,2,2,2,8170
40050,113,3,29,22,2,1,1,2,3010
40064,120,6,29,18,2,1,2,1,6450
40347,20,1,6,37,2,2,2,2,8600
41165,85,2,4,49,2,2,3,4,16000
40093,62,1,32,44,2,2,2,2,12000
40198,96,2,8,44,2,1,2,4,7000
50034,538,2,20,29,2,1,1,3,2000
60028,39,1,22,45,2,1,1,1,5375
41240,51,3,15,21,2,1,2,3,6450
60010,19,4,4,24,2,1,1,6,860
60001,198,1,30,44,2,1,1,6,900
40103,146,1,32,51,2,2,3,4,14000
50059,42,1,25,26,2,2,2,4,12000
40216,44,1,19,51,2,2,2,4,9460
40029,22,3,29,18,2,1,1,3,2064
40177,91,1,17,61,2,1,2,4,7740
40322,43,2,5,34,2,2,5,3,34400
60005,22,4,19,27,2,1,1,1,5160
50014,58,1,17,31,2,2,2,2,6450
41039,58,1,5,60,2,2,1,4,6000
50144,167,1,28,38,1,2,2,2,9460
50018,19,6,16,20,2,1,1,6,5676
40262,50,1,24,65,2,1,2,3,7740
40054,46,4,7,30,2,2,1,4,5600
40560,66,1,19,46,2,2,5,2,32250
50033,126,1,10,54,2,1,1,4,6020
41401,119,1,8,28,1,2,4,4,34400
40374,43,1,31,48,2,2,2,3,10750
50202,236,1,2,42,1,1,2,4,12900
40325,31,1,25,44,2,2,1,4,6020
40037,59,2,15,31,2,2,2,4,11800
40359,91,4,5,24,2,2,2,3,6450
40385,150,1,20,29,2,2,1,3,5590
50013,35,3,16,24,2,2,2,6,9000
60026,253,2,20,62,2,1,5,3,63600
60020,46,3,11,25,2,1,1,2,1590
40070,118,4,8,23,2,1,1,3,4300
50019,74,1,15,42,2,1,1,4,5000
40009,98,1,13,39,2,2,2,3,8000
50002,61,3,28,45,1,2,1,2,8815
60035,38,1,27,46,2,2,2,4,11000
42237,98,3,30,20,2,1,1,3,5160
50021,157,3,31,59,2,1,2,4,9000
41098,124,1,2,65,1,2,2,1,12900
40112,89,1,24,33,2,2,2,2,9030
40286,75,1,23,27,2,2,3,4,14000
40034,106,3,29,25,2,1,1,3,5160
40290,1190,2,4,20,2,1,1,4,3440
41324,30,3,28,23,1,2,1,2,9353
50067,56,2,25,42,2,2,2,2,7095
60004,139,1,25,25,2,2,2,6,10750
40347,42,2,18,29,2,1,2,4,6450
60007,178,1,22,48,2,1,2,4,8600
40584,98,3,11,19,2,2,2,2,7310
50016,21,1,23,27,2,2,2,4,7600
40267,46,3,20,23,2,1,1,4,1500
40211,74,1,9,44,2,2,3,1,18060
40347,26,5,2,16,1,1,1,4,7310
40366,145,1,28,35,2,1,2,3,8600
40020,164,1,15,55,2,2,5,2,60000
40228,10,1,26,52,2,2,2,2,12040
60006,125,1,8,38,1,2,2,2,15050
41341,5,3,7,20,2,2,1,4,6200
40288,18,1,4,50,2,2,2,4,8000
41049,30,1,8,59,1,2,2,4,10750
60004,168,3,10,19,2,1,2,6,7740
40079,83,2,4,55,2,2,3,4,12900
40418,87,1,6,27,2,2,3,2,15050
40565,14,3,19,19,2,1,1,4,2150
41170,66,3,10,28,2,2,2,4,11000
40065,220,2,7,34,2,1,1,3,1600
50003,129,4,1,23,2,2,2,4,10000
40044,48,2,28,35,2,2,1,4,5600
40016,75,2,30,62,2,1,2,1,10750
50086,162,3,4,26,2,2,3,4,18000
40035,133,2,5,55,2,2,2,4,8000
40116,36,2,8,48,2,2,2,2,7740
50014,122,2,1,64,2,2,2,2,6450
50061,187,1,10,27,2,1,1,3,5160
41167,119,2,30,51,2,2,2,4,10750
50062,215,1,16,70,2,1,1,6,2917
60024,107,1,24,45,2,1,1,6,5160
50163,81,1,5,41,1,1,1,4,9000
40090,47,3,16,36,2,2,1,4,4400
40002,70,3,25,24,2,2,1,3,6000
60024,175,2,13,49,2,1,1,4,2150
40282,12,2,11,46,2,2,2,1,10320
40176,90,1,24,35,2,2,3,2,13760
40253,33,1,7,67,2,1,1,2,6000
4275,31,2,9,51,2,1,1,4,1720
40274,56,1,32,70,2,1,1,7,5160
40401,16,3,26,25,2,1,2,1,8600
40415,62,2,31,25,2,1,1,4,5000
50025,215,2,1,54,2,1,2,4,8600
40006,53,3,18,34,2,1,1,4,4300
50037,508,2,18,29,2,2,2,4,8000
40321,208,2,27,28,2,1,3,4,12900
60005,57,1,30,63,2,1,1,6,2083
41157,109,2,4,42,2,2,1,4,6000
40043,66,4,10,26,2,1,1,2,5160
50031,22,1,29,48,2,1,1,1,900
41268,162,5,5,19,2,1,2,1,7310
40195,85,2,6,51,2,2,2,3,7000
41001,67,6,2,22,1,2,1,2,8600
40251,28,1,1,42,2,2,2,2,8600
41073,177,1,4,37,2,2,5,1,50000
40296,110,1,4,26,2,2,2,4,7200
50030,98,1,6,25,2,2,2,4,7740
40222,78,2,21,57,2,2,2,4,7200
50057,281,1,12,30,2,2,4,2,30000
50015,142,1,29,50,2,1,4,4,21500
60017,203,1,22,42,2,1,2,1,10750
41045,23,4,7,39,2,1,1,4,4300
41338,26,1,2,47,1,2,1,4,8000
40016,19,3,21,21,2,1,1,3,4300
40225,7,3,8,26,2,2,2,2,8600
40236,94,1,25,61,2,2,2,4,6450
41394,103,1,28,24,1,2,1,2,5409
60024,49,1,12,41,2,1,1,6,2150
60025,300,1,12,71,2,1,1,2,1600
41018,43,2,7,32,2,2,2,4,6400
40340,133,1,15,59,2,1,2,4,6450
50019,324,1,17,51,2,2,2,4,6450
40165,33,2,17,49,2,2,1,4,4000
40414,34,1,2,24,1,2,1,4,9030
40158,58,4,21,30,2,2,1,3,6000
50036,100,1,17,69,2,1,1,4,860
60012,165,1,7,46,2,1,1,6,667
40385,34,3,21,30,2,2,1,4,5000
40179,99,3,8,24,2,2,2,2,8600
60003,26,1,19,54,2,1,1,4,4300
60003,111,3,12,17,2,1,2,1,7500
41213,35,1,4,49,2,2,2,4,8600
50038,11,1,21,53,2,2,3,4,15000
40471,119,4,19,16,2,1,1,4,3440
41276,59,1,8,39,1,1,3,1,21500
42072,10,2,30,47,2,1,1,3,2000
40120,2,2,8,49,2,2,2,4,7310
60025,101,1,21,43,2,1,3,3,12900
60002,668,1,27,47,2,1,2,1,7740
1641,150,3,12,30,2,1,1,4,2000
40207,89,3,9,32,2,1,1,4,5160
41181,261,2,10,46,2,2,4,4,20000
40415,106,2,13,79,2,1,1,4,1000
40138,67,1,12,74,2,1,3,1,12900
41097,146,1,15,49,2,2,3,4,14000
40534,105,1,19,63,2,2,2,3,7740
40264,25,1,19,44,2,1,2,1,6880
40091,9,3,20,22,2,1,2,4,7740
50024,145,2,19,44,2,1,1,3,3440
40418,86,3,25,20,2,1,1,2,4300
40291,21,1,5,46,2,2,3,2,18060
41230,92,1,2,59,1,1,1,4,7740
40180,56,1,23,39,2,2,2,1,7600
60022,904,1,24,42,2,2,2,2,7740
60013,94,1,5,31,1,1,1,4,6450
41316,66,1,15,62,2,2,1,4,6000
50007,141,3,16,16,2,1,1,4,1789
60006,56,3,30,66,2,1,1,4,5375
41118,121,1,10,43,2,2,2,4,6450
40357,88,2,18,35,2,1,2,4,8600
40366,195,1,1,34,2,2,4,2,19350
50139,401,2,23,47,2,2,1,4,3000
40400,4,3,28,20,2,2,2,3,6450
60001,183,1,32,37,2,1,2,1,7740
40069,89,2,12,59,2,1,2,4,6450
50027,71,1,14,57,2,1,2,4,6450
50022,36,5,6,15,2,1,2,6,8600
41158,64,1,28,46,1,2,2,2,9890
41151,87,2,30,34,2,1,1,4,4300
60029,57,3,27,18,2,1,1,6,3870
50014,18,4,7,69,2,2,4,3,21500
60015,45,3,10,38,2,1,2,1,6450
40397,21,1,1,43,2,1,1,4,4300
50008,158,1,14,35,2,2,1,2,5590
40118,58,1,23,58,2,1,1,4,4000
40358,137,1,18,53,2,1,1,2,6020
41096,23,5,28,20,1,1,2,4,11000
41316,64,1,30,48,2,2,2,1,8600
60012,156,1,18,45,2,2,3,6,12500
50063,9,2,16,50,2,1,1,4,4300
42077,86,2,30,15,2,1,1,2,1290
40021,131,1,29,51,2,1,1,4,3870
41231,118,3,5,18,2,2,1,2,5590
41073,52,1,5,35,2,2,3,4,15000
60011,198,1,20,67,2,1,1,6,150
40304,31,3,23,29,2,2,2,4,11000
60011,208,3,11,16,2,1,1,6,2150
40076,76,1,2,50,1,2,1,2,8600
40203,48,2,5,44,2,2,2,4,10750
50002,202,2,13,49,2,1,1,4,1290
60046,134,3,20,13,2,1,1,6,430
40164,53,1,9,36,2,1,2,4,6450
40190,3,1,10,33,2,1,2,4,8600
50024,23,1,29,48,2,2,1,3,6000
41384,48,1,2,34,1,2,2,2,12900
40206,27,1,5,30,2,1,4,4,25800
40062,87,1,19,51,2,1,4,2,21500
40190,38,3,19,48,2,1,3,1,15480
50055,169,2,4,37,2,1,1,3,6000
40382,89,1,26,77,2,1,2,4,8600
40063,108,7,25,20,2,2,2,2,6450
40122,31,1,14,35,2,2,4,2,19350
41037,124,1,7,38,2,1,2,4,7310
40351,114,1,28,57,2,1,2,4,8600
41125,113,2,8,20,1,1,1,3,6880
40282,6,2,16,23,2,2,2,3,6429
50068,263,2,17,52,2,1,1,3,3010
40137,35,2,31,30,2,2,2,2,6450
50029,255,2,19,50,2,1,1,3,4000
41391,2,1,5,39,2,2,2,3,8600
50253,376,1,28,70,2,1,1,4,860
50046,26,5,22,24,2,1,3,4,16340
41311,50,2,5,22,2,2,2,4,8600
50029,257,1,29,37,2,2,1,6,3870
50029,173,1,19,45,2,1,1,4,5160
40312,26,1,21,36,2,1,1,5,170
40039,77,1,19,54,2,2,2,3,10879
50088,38,2,28,31,2,1,1,4,6000
40553,52,2,19,32,2,2,2,4,10000
40097,150,1,6,56,2,2,2,1,8600
40288,134,1,16,46,2,2,5,4,60000
60009,186,4,28,37,2,2,2,1,11610
41331,63,2,30,39,2,2,1,4,5160
60018,36,1,7,32,2,1,1,6,3870
50018,135,3,27,25,2,1,1,4,1720
40091,47,2,25,25,2,2,3,4,12900
40171,123,3,31,37,2,1,1,2,3870
40123,30,1,2,51,1,1,2,3,12900
40349,159,1,14,50,2,1,5,4,34400
40368,54,1,14,61,2,1,2,4,10000
40208,38,1,14,29,2,2,4,4,25000
50102,233,1,2,32,1,2,2,2,12900
40218,126,1,23,51,2,2,2,2,10000
41159,6,3,10,23,2,2,2,4,8600
60021,21,2,32,42,2,2,1,4,6000
40198,53,1,10,53,2,2,1,3,4000
50037,153,2,14,39,2,1,2,3,9030
50002,41,2,21,40,2,2,3,4,14600
40013,109,1,30,50,2,2,2,4,12000
40044,11,1,8,29,2,2,5,5,50000
40113,34,1,14,56,2,2,4,3,25000
40461,62,1,14,31,2,2,4,4,20000
40363,13,1,19,30,2,2,2,2,11000
50006,304,3,24,19,2,1,1,2,2580
50034,71,1,16,40,2,1,1,2,2150
40548,68,4,21,20,2,1,1,4,6020
40214,4,4,11,36,2,2,2,2,9460
41209,42,1,5,69,2,1,2,4,6450
40369,45,4,5,19,2,2,2,4,10965
40405,110,3,2,14,1,1,2,1,12900
40011,72,2,5,24,2,2,2,2,6520
60009,10,2,7,43,2,1,1,3,860
90022,311,4,21,27,2,2,2,3,8600
50179,169,1,28,33,1,2,1,2,7310
40409,75,1,1,40,2,1,1,3,6020
50039,280,3,32,31,2,1,1,6,5160
50071,153,1,16,51,2,2,3,4,17200
50002,61,1,27,64,2,2,4,4,20000
50005,132,1,29,56,2,1,1,2,2150
50031,374,2,12,28,2,1,1,2,1290
40190,11,3,16,17,2,1,2,4,6235
40297,115,1,15,47,2,2,3,4,14600
40245,61,2,25,48,2,2,2,3,6500
40088,17,4,1,26,2,1,2,4,12000
60010,174,1,3,44,2,1,1,4,3000
40201,81,1,29,55,2,2,1,2,6000
40354,28,1,8,38,2,2,4,4,28000
60015,182,1,1,31,2,2,2,2,6665
41230,94,4,15,27,2,1,1,3,4300
40303,93,2,26,49,2,1,2,4,7310
40036,47,1,15,62,2,2,2,4,10000
40206,32,1,16,44,2,2,4,3,19286
40109,160,1,31,28,2,1,4,3,21500
40117,209,2,11,44,2,2,2,4,12000
50043,134,2,14,50,2,2,2,3,7740
40147,21,2,6,23,2,2,2,3,6400
40333,100,2,12,47,2,1,2,4,7724
40147,72,3,16,23,2,1,1,4,5160
50198,65,1,28,64,2,1,1,6,2917
40180,35,1,25,50,2,1,1,4,2580
40151,65,2,7,31,2,1,1,2,5160
60024,40,1,7,30,2,1,2,1,7740
40088,23,4,32,20,2,1,2,4,6450
40052,133,3,18,18,2,1,2,3,7740
40112,56,4,32,25,2,2,3,4,12900
41313,60,1,8,31,1,1,2,1,12900
50068,342,3,26,19,2,1,2,3,6450
40412,51,1,13,50,2,1,2,4,6450
40007,64,2,3,21,2,1,1,4,4730
40367,205,2,23,48,2,2,4,4,28000
40335,33,2,14,20,2,1,1,2,6020
50026,65,2,18,44,2,1,2,3,6450
50010,18,1,12,70,2,1,2,4,7740
50205,87,1,5,53,2,2,3,4,17000
41271,115,1,4,50,2,2,2,4,10000
50058,131,4,20,14,2,1,2,7,9000
40387,44,4,2,46,1,2,3,3,21500
40349,113,3,12,36,2,1,2,1,12040
40252,35,4,2,21,1,2,2,3,10000
41178,99,5,10,14,2,1,1,4,1376
40095,117,1,19,56,2,1,2,4,10750
50030,2,3,16,27,2,1,1,3,5590
40219,98,1,11,67,2,1,2,3,6450
40375,57,4,29,21,2,1,2,1,6450
40039,36,2,29,64,2,1,2,2,6450
40296,53,1,26,39,2,2,4,1,21500
60036,326,2,27,37,2,1,2,3,7740
40338,62,2,6,30,2,2,4,4,20000
60021,104,2,15,58,2,1,1,4,2580
50003,14,1,1,46,2,2,2,2,6880
60029,85,2,10,21,2,1,1,4,6000
60038,117,3,7,31,2,2,1,4,4000
40579,74,2,11,20,2,2,2,2,8600
41362,86,1,8,54,1,1,1,4,8600
41369,10,1,5,46,2,1,1,3,4000
40342,55,1,11,51,2,2,2,2,10750
50025,321,2,20,61,2,1,1,4,1290
50123,83,1,5,43,2,2,4,3,19000
41008,30,6,28,32,1,2,1,3,8600
40293,74,5,7,27,2,2,1,4,2400
60013,8,4,23,20,2,1,1,4,800
40391,82,1,23,53,2,2,3,3,12900
40335,39,2,7,36,2,1,1,4,4000
40147,39,1,24,52,2,2,3,4,16340
50068,97,1,2,43,1,2,2,4,13000
50114,112,1,26,66,1,1,1,4,1075
41045,106,4,5,42,2,1,1,3,4000
60033,80,1,32,34,2,1,1,1,3870
40110,74,1,9,25,2,2,3,2,12900
40050,122,3,21,27,2,1,1,2,4730
40415,33,3,8,18,2,2,2,4,8000
50016,164,1,27,52,2,1,1,2,2580
60023,201,2,30,42,2,1,1,4,1075
50040,4,4,18,14,2,1,1,4,2150
50053,250,1,25,46,2,1,3,1,12900
60036,902,1,1,44,2,2,2,2,12290
41039,39,1,15,53,2,2,3,4,13700
50124,48,1,5,40,1,2,1,2,7740
40210,89,1,5,51,2,2,3,2,13240
50031,5,1,4,51,2,1,1,4,3600
40596,61,5,14,18,2,1,1,4,4515
40299,81,2,26,42,2,2,2,2,12000
40003,14,1,31,40,2,2,4,3,21500
40211,68,1,18,42,2,2,2,4,12000
60014,95,1,31,30,2,1,1,4,1720
50124,6,2,5,27,1,2,1,2,7740
41142,114,1,2,46,1,1,1,4,7740
50006,96,3,15,55,2,2,2,4,10000
60024,159,3,29,20,2,2,1,2,3440
50041,233,1,18,53,2,1,3,1,12900
40204,96,1,12,57,2,2,1,4,5600
40036,11,1,18,42,2,2,3,3,14620
60002,108,1,3,59,2,1,1,6,2580
22314,77,1,3,57,2,1,1,4,4300
50103,133,8,7,26,2,1,1,2,1290
50079,62,2,23,70,2,1,1,3,1290
60037,824,2,1,38,2,2,4,4,25800
60009,39,3,17,32,2,2,2,4,6880
50255,71,1,28,41,1,2,2,2,10363
41200,86,2,8,59,1,2,1,2,9030
40329,39,2,10,37,2,2,2,4,8000
60018,53,3,25,20,2,1,2,6,7740
50076,138,1,25,46,2,2,1,4,3000
50027,111,1,31,47,2,1,1,6,1290
40320,124,1,4,34,2,2,1,3,6000
60046,165,1,30,42,2,2,1,3,6000
40136,35,4,5,25,2,2,2,3,7740
40121,59,4,29,46,2,1,1,3,1290
41106,22,2,8,18,1,2,2,2,10750
41368,91,2,5,23,2,2,3,4,13975
41348,64,1,8,32,1,2,2,2,11997
40551,21,2,19,29,2,2,2,4,9000
50047,251,2,4,56,2,1,4,3,30100
41083,18,1,2,45,1,2,2,3,15910
50009,183,3,31,19,2,1,1,3,1075
40203,44,1,20,65,2,2,2,4,11200
40080,44,5,1,20,2,2,2,3,7310
60005,293,1,25,52,2,2,3,4,15050
40187,50,3,7,26,2,2,2,5,8600
50057,274,1,12,25,2,1,1,2,2236
40228,7,2,5,29,2,2,2,2,6450
50007,236,1,7,42,2,1,2,4,6450
60008,357,1,29,27,2,1,2,1,8600
40137,219,1,14,41,2,2,4,4,24000
41343,1,2,7,23,2,1,2,4,8600
40353,86,3,29,31,2,1,2,2,6450
40346,78,1,9,41,2,2,2,4,8000
40070,14,8,17,39,2,1,2,1,7740
40184,35,6,25,61,2,2,1,4,6000
40245,7,6,25,22,2,1,1,4,3440
40045,68,1,20,39,2,2,2,4,12000
40045,59,3,25,22,2,2,2,3,6800
41246,120,1,2,51,1,1,2,1,12900
40097,44,1,19,42,2,1,3,4,15000
40433,37,1,19,40,2,2,2,4,10000
40031,43,2,20,42,2,1,2,4,6450
41239,83,1,5,51,2,2,2,4,6880
40417,97,1,11,51,2,2,3,1,14620
40015,35,2,3,24,2,2,3,4,14000
50030,232,1,25,42,2,1,3,3,15000
40261,90,1,29,50,2,1,2,3,8600
41166,92,2,28,44,1,2,1,2,8794
60002,265,8,4,28,2,2,3,4,16000
40249,89,3,7,28,2,1,1,4,3200
40185,1,1,7,51,2,2,2,4,12000
50039,207,3,14,21,2,2,2,4,7740
50008,4,1,29,49,2,2,2,4,10750
40015,3,2,32,46,2,1,1,4,5000
40303,102,1,25,44,2,1,2,4,7200
60001,99,1,16,31,2,1,1,6,5160
60005,286,1,1,43,2,1,2,1,10750
40569,1,1,21,36,2,2,3,2,12900
40206,1,1,7,56,2,2,1,4,800
40228,171,2,1,39,2,2,4,2,20000
40322,120,2,4,51,2,1,1,4,4429
50125,160,3,26,34,2,2,1,6,5590
40048,14,4,5,17,2,1,1,4,3870
50130,51,1,28,45,1,2,2,4,10400
50042,190,2,20,39,2,2,2,4,8000
40059,88,1,10,28,2,2,2,2,6880
40351,78,3,3,46,2,1,1,2,6020
40420,92,3,31,21,2,1,1,4,4730
60007,206,1,31,49,2,1,1,2,1560
50170,40,2,2,49,1,1,1,6,6450
40329,85,3,7,29,2,1,2,4,8600
41176,278,1,5,28,2,1,1,4,5160
60023,45,1,7,63,2,1,1,2,1720
50001,410,1,27,33,2,2,4,5,25800
40414,55,1,6,45,2,2,2,1,8600
60006,72,3,24,39,2,2,1,4,5000
40172,90,2,20,37,2,1,1,4,4300
40252,90,1,20,54,2,1,1,3,3010
40375,61,5,24,34,2,2,3,4,15000
40217,95,2,11,29,2,2,2,2,7740
60027,27,4,11,17,2,1,1,1,5160
50064,166,2,20,50,2,2,1,4,5160
40132,118,5,4,23,2,1,3,6,15050
40376,86,3,20,46,2,2,2,4,10000
50015,210,2,12,49,2,1,1,4,3870
40083,69,4,7,20,2,1,2,1,6450
60017,159,3,31,20,2,1,1,1,4300
60012,219,1,26,59,2,2,1,4,1400
50047,2,3,16,35,2,1,2,6,7740
40096,43,7,27,15,2,1,1,3,4730
40088,76,4,8,22,2,1,1,3,5160
40263,112,1,4,36,2,1,1,2,4300
40041,62,1,24,62,2,1,2,4,8600
41001,55,1,28,47,1,2,2,2,10148
41164,28,1,5,26,2,2,2,2,6450
60016,184,1,31,50,2,1,1,6,6000
60018,60,1,20,78,2,1,1,6,5160
40157,101,1,20,48,2,2,3,4,14000
40161,58,1,24,32,2,1,2,1,12040
40134,120,1,2,45,1,2,3,6,19350
40076,40,3,3,46,2,1,1,4,4300
60024,69,2,30,41,2,1,1,3,4000
50066,361,1,11,49,2,1,2,4,8600
40161,96,4,20,55,2,2,4,4,30000
50035,114,3,21,26,2,2,3,4,14000
50152,113,4,2,40,1,2,2,4,15000
40234,62,4,24,20,2,1,2,4,7310
50049,372,2,14,26,2,1,2,4,6880
50043,16,3,6,22,2,1,1,6,4300
40561,22,3,19,24,2,1,2,4,10000
40111,116,2,7,48,2,2,2,4,6450
40132,156,1,27,53,2,1,1,4,6000
40147,91,3,26,34,2,2,4,4,21500
40168,115,1,1,71,2,1,1,4,4300
40012,24,1,12,56,2,1,1,4,5160
50051,113,3,12,29,2,1,2,4,8000
60014,126,5,14,26,2,1,2,6,8600
40462,19,2,21,36,2,1,1,4,5160
50050,267,3,22,35,2,1,1,1,5590
50021,33,5,6,20,2,2,2,4,9000
40085,58,4,28,16,2,1,1,3,1720
50066,290,2,6,48,2,1,1,3,5160
41138,137,2,2,21,1,2,2,4,9890
41174,62,2,5,51,2,1,1,4,3440
41089,124,2,2,42,1,1,1,3,7740
60002,602,2,27,34,2,1,1,3,3000
41312,67,2,4,52,2,2,2,4,7600
41298,69,1,5,39,2,1,1,3,1720
40063,54,4,15,16,2,1,1,4,2580
40364,39,1,19,31,2,2,2,2,9890
60022,849,2,24,31,2,2,2,2,7400
50006,541,1,6,39,2,2,2,4,8600
50023,161,3,7,30,2,1,1,4,5000
50035,204,4,31,23,2,2,2,4,8000
50046,245,1,25,56,2,1,3,3,12900
50018,101,2,27,54,2,1,1,3,5375
50056,176,5,20,19,2,1,1,3,2150
40121,85,1,4,66,2,1,2,1,6450
40050,69,5,10,25,2,2,2,4,8000
60012,236,1,7,58,2,1,1,6,1667
50178,98,2,5,51,2,1,1,3,4300
40406,64,2,27,28,2,2,2,4,9000
60008,11,1,4,42,2,1,1,6,1417
60014,15,1,28,54,2,1,1,6,6000
60006,234,1,8,56,1,1,1,6,3096
41326,58,1,2,21,1,1,1,2,4600
60008,106,3,27,24,2,1,1,6,4500
50116,63,1,26,65,2,2,3,4,14000
40087,26,3,4,23,2,1,1,4,5160
40058,38,2,8,48,2,1,2,1,10750
1641,192,1,12,30,2,2,1,4,6000
41388,99,2,5,34,2,2,2,2,8815
50081,78,1,26,38,2,2,1,3,6200
60019,117,2,12,35,2,1,1,3,2150
40407,26,2,18,41,2,2,4,4,28000
41087,85,1,10,42,2,1,2,4,10750
40065,93,1,20,44,2,2,2,3,8000
40199,78,3,16,36,2,1,1,4,3870
40178,115,2,19,56,2,2,2,3,8600
40532,33,4,11,24,2,2,2,4,7740
41183,19,2,10,61,2,1,1,2,1720
40278,102,5,5,22,2,2,2,4,11610
40271,123,4,16,21,2,1,1,3,1720
40342,139,1,23,40,2,1,2,4,9890
40042,15,4,11,23,2,1,1,2,4300
40535,14,1,19,55,2,2,4,4,20000
50075,68,1,26,64,1,1,2,1,12040
50022,9,1,6,56,2,1,3,6,12900
60008,234,2,12,22,2,1,1,4,3870
50018,152,2,28,41,2,1,2,2,9546
40588,100,5,19,20,2,2,2,2,7740
40360,54,2,29,25,2,1,1,3,5375
40198,176,1,15,46,2,1,2,4,8600
40148,40,1,8,35,2,2,2,2,8385
40230,97,1,8,44,2,1,2,4,9030
41230,7,2,8,57,1,2,3,4,24000
50044,111,1,32,57,2,1,2,1,7224
41113,86,2,7,18,2,1,1,3,1000
60001,28,4,3,27,2,2,2,4,10000
40060,63,1,31,51,2,2,2,4,8000
22296,74,2,6,57,2,1,2,4,6450
40480,86,1,21,37,2,1,1,1,6020
40040,84,2,26,22,2,2,2,2,6880
40333,54,1,9,45,2,1,1,4,4300
50028,73,2,20,31,2,2,3,4,13000
40427,61,1,19,66,2,2,2,3,6450
41011,67,2,2,56,1,1,1,4,1000
40329,148,1,16,48,2,2,2,2,8600
40340,55,1,28,33,2,2,1,4,5000
60021,48,1,16,50,2,2,4,6,20000
41242,99,2,4,45,2,1,1,4,3225
41202,93,1,8,50,1,1,1,2,8600
41092,28,2,28,53,1,2,2,2,9460
50072,96,2,7,39,2,1,3,3,15000
40022,1,1,31,50,2,2,2,3,7000
40084,48,3,11,18,2,1,1,3,3440
40496,110,1,19,52,2,2,2,4,8170
40353,67,2,13,26,2,2,2,3,9000
40137,35,1,31,50,2,1,1,4,5590
60010,172,4,31,43,2,2,2,6,8600
40386,95,1,10,52,2,1,1,2,2000
41034,1,1,5,50,2,1,3,3,15050
50022,98,1,18,64,2,2,2,4,6450
50096,190,2,7,54,2,1,1,3,4500
50008,23,2,18,37,2,1,2,4,6450
50129,77,2,26,55,2,2,3,4,14000
60027,128,2,27,33,2,1,1,4,5000
40239,62,1,10,54,2,1,4,3,30000
40355,86,2,27,26,2,2,1,3,5160
41259,81,3,2,25,1,2,2,3,10750
60013,144,3,18,21,2,1,2,6,8600
40047,341,2,1,41,2,2,2,2,8600
40172,24,1,7,36,2,2,5,3,32250
22365,2,1,5,38,2,2,2,4,12000
40213,43,1,25,45,2,2,2,6,10000
50037,81,2,31,53,2,1,2,4,6450
60005,70,4,25,20,2,2,2,1,10320
40083,276,2,9,71,2,2,2,4,8000
50037,188,3,19,24,2,1,2,4,8600
40592,30,7,11,53,2,1,2,2,7740
50032,35,1,18,30,2,2,3,4,18100
41363,137,3,5,21,2,2,2,1,10750
40133,51,1,15,56,2,1,1,4,4300
50121,285,2,23,36,2,1,1,4,6000
60009,18,3,30,34,2,1,1,1,2580
60009,66,1,29,49,2,1,2,2,7500
40403,78,1,13,54,2,1,2,4,6450
40110,116,1,8,43,2,2,2,2,10750
60031,93,1,20,54,2,1,1,6,750
40165,16,2,18,21,2,2,2,2,8600
