id,edad,estatura
24933,2,83.86
24934,6,111.36
24935,4,99.25
24936,6,114.78
24937,6,110.03
24938,6,123.07
24939,2,93.06
24940,2,92.24
24941,3,100.59
24942,5,102.92
24943,3,103.89
24944,3,103.97
24945,3,96.86
24946,6,116.89
24947,2,88.7
24948,4,103
24949,2,93.98
24950,6,118.2
24951,6,113.69
24952,5,116.29
24953,2,93.91
24954,5,117.79
24955,4,98.95
24956,4,96.33
24957,2,87.67
24958,5,108.17
24959,4,107.49
24960,4,101.7
24961,2,80.47
24962,6,113.4
24963,5,103.4
24964,4,108.89
24965,6,107.87
24966,5,105.06
24967,6,110.77
24968,3,88.52
24969,6,112.03
24970,6,123.23
24971,5,112.79
24972,2,81.76
24973,2,86.77
24974,2,80.42
24975,5,114.22
24976,3,92.37
24977,6,124.77
24978,3,103.76
24979,5,111.91
24980,3,97.52
24981,2,94.77
24982,2,91.37
24983,6,117.4
24984,4,99.16
24985,6,109.07
24986,6,112.9
24987,6,114.5
24988,5,109.44
24989,5,108.97
24990,5,114.17
24991,4,96.91
24992,6,111.98
24993,6,115.48
24994,5,105.11
24995,4,100.37
24996,5,113.87
24997,6,116.89
24998,5,109.89
24999,2,90.99
25000,5,102.46
25001,2,86.97
25002,6,118.61
25003,6,113.24
25004,2,84.73
25005,4,95.11
25006,5,112.57
25007,5,109.43
25008,3,101.49
25009,6,124.34
25010,6,111.32
25011,6,113.26
25012,5,109.81
25013,2,82.86
25014,4,95.07
25015,3,91.36
25016,3,97.6
25017,4,94.07
25018,3,98.3
25019,6,109.59
25020,6,120.92
25021,2,89.42
25022,3,88.84
25023,6,115.56
25024,5,112.3
25025,4,106.45
25026,6,117.17
25027,2,88.69
25028,4,98.78
25029,6,111.76
25030,5,112.32
25031,6,112.01
25032,4,100.71
25033,4,97.09
25034,6,122.86
25035,6,114.25
25036,4,104.6
25037,3,102.7
25038,2,89.2
25039,4,101.5
25040,5,112.37
25041,4,105.62
25042,2,89.71
25043,6,122.2
25044,5,116.43
25045,6,122.13
25046,3,101.93
25047,4,100
25048,3,91.98
25049,2,88.13
25050,5,109.44
25051,5,109.35
25052,4,101.8
25053,5,102.85
25054,6,122.22
25055,5,101.73
25056,3,102.21
25057,3,95.6
25058,6,109.44
25059,5,109.43
25060,6,109.52
25061,3,95.88
25062,3,95.74
25063,4,106.67
25064,5,107.81
25065,4,105.53
25066,6,111.32
25067,6,110.1
25068,4,96.88
25069,3,96.58
25070,3,102.84
25071,5,109.2
25072,5,113.1
25073,3,88.76
25074,2,83.26
25075,6,112.47
25076,3,88.9
25077,5,110.89
25078,5,108.23
25079,6,120.23
25080,3,97.97
25081,6,117.77
25082,5,117.59
25083,3,90.72
25084,2,88.68
25085,4,106.12
25086,5,117.34
25087,2,87.43
25088,3,103.02
25089,4,96.54
25090,6,122.58
25091,4,108.03
25092,4,106.12
25093,5,109.58
25094,3,99.09
25095,6,116.71
25096,2,82.46
25097,5,103.66
25098,2,84.12
25099,6,107.61
25100,4,106.88
25101,3,95.24
25102,4,105.11
25103,5,110.43
25104,2,84.59
25105,4,107.17
25106,5,115.96
25107,4,103.91
25108,3,98.65
25109,2,89.74
25110,6,109.36
25111,4,109.45
25112,6,116.3
25113,6,111.29
25114,5,100.72
25115,4,97.22
25116,5,109.54
25117,2,83.06
25118,3,98.53
25119,3,89.34
25120,2,82.49
25121,6,123.83
25122,3,100.98
25123,4,98.36
25124,3,93.46
25125,5,102.82
25126,6,115.08
25127,2,87.82
25128,2,85.49
25129,2,84.2
25130,2,81.76
25131,5,112.83
25132,3,93.85
25133,4,109.39
25134,2,84.05
25135,6,112.24
25136,4,95.45
25137,3,101.99
25138,6,110.8
25139,4,104.3
25140,4,108.15
25141,5,112.49
25142,2,84.02
25143,3,98.71
25144,3,97.39
25145,3,96.09
25146,3,92.57
25147,4,102.93
25148,2,91.74
25149,6,110.28
25150,4,102.27
25151,4,105.32
25152,3,91.9
25153,2,90.29
25154,6,115.56
25155,5,117.52
25156,6,116.31
25157,5,100.75
25158,2,87.52
25159,3,91.35
25160,4,100.52
25161,4,104.95
25162,6,107.26
25163,3,103.55
25164,6,116.74
25165,6,107.46
25166,4,97.57
25167,4,106.38
25168,4,108.75
25169,2,93.3
25170,2,88.34
25171,2,89.37
25172,5,111.22
25173,3,100.63
25174,6,111.51
25175,3,91.14
25176,3,93.05
25177,4,99.5
25178,3,90.29
25179,4,100.62
25180,6,114.9
25181,5,109.71
25182,2,83.45
25183,2,87.87
25184,4,99.53
25185,3,95.68
25186,3,98.45
25187,5,105.58
25188,4,109.06
25189,6,116.3
25190,6,110.67
25191,5,105.28
25192,3,95.02
25193,5,105.49
25194,4,108.94
25195,2,80.85
25196,2,94.57
25197,3,95.14
25198,5,116.99
25199,5,115.95
25200,2,84.35
25201,5,117.77
25202,2,82.86
25203,5,115.13
25204,6,112.78
25205,3,96.27
25206,2,83.99
25207,3,98.89
25208,2,84.48
25209,6,107.55
25210,2,84.86
25211,2,82.06
25212,2,91.75
25213,5,113.57
25214,3,94.53
25215,2,84.93
25216,6,111.36
25217,3,101.02
25218,6,113.87
25219,2,86.85
25220,5,109.51
25221,5,111
25222,4,99.63
25223,6,122.78
25224,6,107.35
25225,4,104.95
25226,6,117.49
25227,2,93.41
25228,4,103.48
25229,3,88.42
25230,6,119.27
25231,3,96.69
25232,2,81.79
25233,6,124.03
25234,6,112.74
25235,5,107.18
25236,6,117.22
25237,3,92.22
25238,4,100.31
25239,2,86.04
25240,6,119.46
25241,3,103.01
25242,2,90.12
25243,5,112.69
25244,4,94.19
25245,3,88.44
25246,4,106.3
25247,4,100.67
25248,4,102.18
25249,5,108.18
25250,3,98.85
25251,6,111.66
25252,6,119.97
25253,6,119.52
25254,2,87.67
25255,6,109.65
25256,4,103.45
25257,2,84.19
25258,4,108.75
25259,2,89.26
25260,6,113.57
25261,3,93.67
25262,2,86.34
25263,4,107.56
25264,6,124.97
25265,6,108.9
25266,4,102.91
25267,6,123.08
25268,2,80.56
25269,4,99.12
25270,6,120.68
25271,3,96.51
25272,6,119.3
25273,3,101.22
25274,2,83.87
25275,2,93.57
25276,2,83.6
25277,5,108.24
25278,6,118.53
25279,3,88.29
25280,2,92.96
25281,2,92.61
25282,4,100.01
25283,4,100.56
25284,2,94.82
25285,2,94.51
25286,4,109.93
25287,4,107.51
25288,3,101.88
25289,4,103.51
25290,4,107.66
25291,2,88.44
25292,6,110.43
25293,5,108.7
25294,5,103.76
25295,6,116.27
25296,6,118.3
25297,3,90.33
25298,3,92.74
25299,4,103.86
25300,4,101.16
25301,5,105.16
25302,5,100.93
25303,2,91
25304,2,81.51
25305,4,108.91
25306,3,101.97
25307,3,94.04
25308,2,92.47
25309,5,110.34
25310,4,105.71
25311,4,109.66
25312,6,114.06
25313,2,93.37
25314,3,101.5
25315,3,103.19
25316,6,122.71
25317,4,94.77
25318,4,96.3
25319,5,111.83
25320,5,100.67
25321,3,103.96
25322,3,100.02
25323,5,108.41
25324,5,115.4
25325,6,112.02
25326,6,107
25327,6,123.77
25328,3,101.16
25329,6,124.35
25330,4,100.9
25331,5,113.62
25332,2,83.26
25333,6,107.32
25334,5,102.84
25335,5,109.45
25336,5,111.75
25337,5,116.37
25338,5,110.81
25339,3,91.52
25340,5,115.52
25341,4,102.56
25342,6,123.74
25343,5,109.02
25344,6,113.45
25345,5,102.06
25346,2,80.99
25347,3,100.61
25348,5,115.81
25349,6,115.22
25350,2,84.21
25351,4,100.99
25352,3,98.25
25353,2,91.03
25354,3,99.31
25355,5,107.59
25356,6,111.99
25357,4,106.45
25358,6,118.47
25359,6,115.26
25360,5,116.76
25361,5,109.2
25362,5,111.11
25363,5,104.83
25364,5,105.61
25365,5,103.12
25366,2,83.76
25367,6,123.54
25368,3,94.09
25369,5,115.51
25370,3,100.25
25371,5,113.4
25372,6,107.84
25373,4,95.95
25374,5,108.44
25375,6,118.33
25376,2,94.05
25377,4,102.97
25378,4,94.27
25379,3,95.93
25380,6,115.39
25381,2,80.83
25382,5,109.49
25383,4,94.72
25384,2,92.11
25385,3,101.84
25386,4,109.33
25387,4,109.82
25388,3,93.42
25389,2,86.27
25390,5,110.78
25391,2,90.73
25392,6,115.42
25393,2,82.17
25394,4,99.11
25395,2,86.88
25396,2,91.45
25397,3,101.86
25398,2,80.73
25399,4,98.82
25400,2,81.12
25401,4,104.28
25402,3,97.21
25403,5,116.27
25404,3,92.56
25405,2,91.77
25406,2,91.77
25407,2,92.09
25408,3,89.4
25409,5,106.74
25410,3,99.07
25411,2,85.84
25412,3,94.33
25413,6,107.41
25414,5,113.33
25415,3,96.76
25416,6,122
25417,3,95.8
25418,5,115.18
25419,4,103.26
25420,4,101.82
25421,5,104.72
25422,5,108.26
25423,2,87.07
25424,4,98.51
25425,3,97.04
25426,6,119.23
25427,3,94.29
25428,6,116.98
25429,5,103.09
25430,4,95.37
25431,2,90.1
25432,5,104.41
25433,4,97.7
25434,5,100.03
25435,2,89.8
25436,2,84.73
25437,6,108.48
25438,3,101.76
25439,5,111.33
25440,3,96.02
25441,4,102.69
25442,3,98.74
25443,4,100.95
25444,4,103.81
25445,5,111
25446,2,91.39
25447,6,117.94
25448,6,109.44
25449,6,114.31
25450,4,106.49
25451,5,110
25452,3,96.78
25453,4,96.06
25454,2,81.65
25455,4,102.08
25456,5,117.28
25457,5,101.96
25458,4,103.03
25459,3,102.61
25460,5,104.08
25461,4,98.98
25462,6,122.66
25463,2,85.64
25464,2,81.92
25465,6,117.16
25466,6,108.47
25467,2,89.53
25468,3,94.42
25469,3,93.71
25470,6,113.43
25471,6,113.75
25472,2,89.04
25473,5,111.32
25474,3,99.33
25475,2,92.47
25476,6,118.2
25477,4,99.49
25478,4,95.3
25479,5,106.31
25480,6,112.73
25481,6,109.03
25482,2,81.69
25483,4,96.9
25484,3,98.79
25485,3,91.16
25486,5,109.97
25487,4,107.36
25488,4,108.92
25489,5,116.85
25490,4,108.42
25491,3,93.31
25492,4,101.58
25493,5,105.66
25494,4,107.93
25495,2,87.93
25496,6,117.26
25497,4,104.6
25498,3,103.49
25499,5,110.52
25500,4,107.35
25501,3,97.84
25502,2,85.89
25503,5,113.58
25504,5,104.74
25505,5,111.3
25506,2,83.53
25507,5,116.69
25508,2,93.53
25509,2,91.93
25510,3,96.64
25511,5,105.08
25512,2,82.66
25513,2,91.42
25514,5,107.45
25515,6,119.17
25516,6,118.16
25517,4,105.65
25518,2,82.04
25519,4,94.35
25520,3,102.93
25521,6,121.81
25522,2,81.67
25523,3,89.48
25524,2,93.09
25525,5,114.08
25526,2,93.67
25527,2,91.79
25528,3,97.72
25529,5,102.58
25530,4,108.76
25531,6,118.78
25532,3,90.79
25533,6,114.9
25534,6,111.36
25535,2,88.9
25536,5,105.67
25537,6,118.67
25538,3,95.98
25539,4,107.31
25540,4,108.92
25541,5,104.84
25542,5,115.46
25543,2,90.08
25544,4,94.87
25545,2,89.06
25546,4,99.78
25547,5,105.75
25548,4,95.23
25549,4,104.61
25550,6,110.43
25551,2,91.55
25552,6,108.43
25553,2,88.63
25554,3,102.09
25555,5,115.83
25556,3,91.31
25557,3,94.1
25558,4,108.2
25559,4,101.43
25560,6,117.31
25561,6,115.66
25562,3,88.57
25563,3,91.56
25564,6,124.18
25565,2,93.65
25566,4,108.64
25567,2,80.4
25568,5,109.32
25569,5,107
25570,4,100.67
25571,4,109.97
25572,5,107.71
25573,5,104.37
25574,5,111.18
25575,2,86.69
25576,3,102.37
25577,6,123.71
25578,4,98.92
25579,2,85.74
25580,4,104.58
25581,6,122.8
25582,3,98.44
25583,6,109.69
25584,5,109.06
25585,6,123.72
25586,6,108.43
25587,6,111.73
25588,5,108.95
25589,4,107.6
25590,5,104.38
25591,6,112.7
25592,5,101.21
25593,5,108.13
25594,4,102.5
25595,2,85.98
25596,6,110.1
25597,6,117.21
25598,3,100.59
25599,3,102.43
25600,2,84.68
25601,3,92.23
25602,3,95.2
25603,3,102.3
25604,6,115.7
25605,5,116.25
25606,4,99.51
25607,4,105.6
25608,5,117.65
25609,5,102.55
25610,4,95.32
25611,4,103.1
25612,6,115.07
25613,3,99.12
25614,2,92.97
25615,4,109.8
25616,4,97.28
25617,5,117.58
25618,3,95.85
25619,6,119.81
25620,4,102.21
25621,3,100.36
25622,2,87.86
25623,3,98
25624,3,100.47
25625,6,121.6
25626,4,100.69
25627,3,88.1
25628,3,89.81
25629,2,82.87
25630,3,101.69
25631,6,124.27
25632,3,93.71
25633,4,99.9
25634,2,83.13
25635,3,103.1
25636,4,95.17
25637,4,95.13
25638,5,114.63
25639,3,98
25640,3,101.69
25641,6,123.22
25642,6,124.03
25643,4,100.56
25644,2,85.28
25645,5,113.02
25646,3,91.14
25647,3,89.31
25648,2,81.61
25649,4,103.35
25650,4,105.54
25651,4,95.3
25652,3,94.73
25653,4,100.49
25654,2,93.67
25655,6,120.04
25656,2,87.22
25657,2,88.28
25658,3,91.37
25659,4,103.26
25660,4,96.49
25661,6,116.13
25662,5,117.25
25663,5,113.89
25664,6,120.38
25665,6,116.78
25666,5,100.65
25667,2,83.07
25668,4,105.99
25669,2,85.14
25670,6,107.85
25671,4,102.77
25672,4,94.59
25673,6,114.52
25674,2,80.11
25675,5,107.05
25676,5,107.41
25677,2,87.64
25678,4,109.8
25679,6,117.05
25680,3,103.74
25681,3,94.34
25682,4,109.92
25683,3,88.26
25684,6,123.51
25685,6,120.44
25686,4,103.8
25687,2,93.12
25688,2,85.37
25689,3,93.75
25690,3,101.58
25691,4,107.67
25692,3,102.5
25693,4,94.02
25694,2,91.37
25695,5,115.54
25696,4,107.75
25697,3,95.27
25698,4,99.8
25699,3,91.01
25700,5,107.41
25701,5,104.94
25702,6,118.55
25703,4,103.51
25704,4,107.05
25705,5,103.26
25706,2,81.46
25707,5,109.33
25708,4,106.33
25709,6,117.77
25710,4,105.23
25711,2,87
25712,3,102.26
25713,4,98.43
25714,2,94.35
25715,2,90.3
25716,5,110.5
25717,2,81.67
25718,3,102.97
25719,6,124.48
25720,5,115.99
25721,6,108.67
25722,3,98.2
25723,4,100.23
25724,2,90.34
25725,4,100.01
25726,4,108.66
25727,6,113.7
25728,3,96.88
25729,4,97.23
25730,3,93.63
25731,5,113.77
25732,4,105.15
25733,4,105.58
25734,5,115.2
25735,3,103.07
25736,6,123.47
25737,4,107.45
25738,5,102.95
25739,2,86.51
25740,2,91.77
25741,3,95.17
25742,4,108
25743,4,109.41
25744,2,86.09
25745,6,114.49
25746,4,106.42
25747,6,118.97
25748,6,119.44
25749,6,109.5
25750,3,99.93
25751,2,82.8
25752,3,94.62
25753,3,90.48
25754,3,99.92
25755,4,99.36
25756,3,95.83
25757,5,114.38
25758,5,111.5
25759,5,113.3
25760,6,110.14
25761,6,118.13
25762,4,98.21
25763,3,96.7
25764,2,81.84
25765,3,93.72
25766,6,109.51
25767,3,98.59
25768,2,94.33
25769,2,82.91
25770,3,101.95
25771,4,103.47
25772,4,100.47
25773,4,100.92
25774,3,96.61
25775,3,101.44
25776,4,94.88
25777,5,112.92
25778,2,82.95
25779,5,117.05
25780,2,87.12
25781,3,90.41
25782,4,103.58
25783,6,116.33
25784,5,116.86
25785,6,110.88
25786,4,109.29
25787,4,98.51
25788,3,98.13
25789,2,92.9
25790,4,94.68
25791,4,107.66
25792,5,115.13
25793,6,122.62
25794,6,122.9
25795,4,95.57
25796,2,94.86
25797,5,112.98
25798,5,104.25
25799,6,124.69
25800,6,112.54
25801,6,121.5
25802,2,81.78
25803,4,99.32
25804,5,116.6
25805,2,84.73
25806,2,89.74
25807,5,105.61
25808,4,98.14
25809,3,103.76
25810,5,115.92
25811,2,90.91
25812,3,95.55
25813,4,101.89
25814,5,105.02
25815,6,122.28
25816,6,120.34
25817,5,101.41
25818,5,102.51
25819,2,80.41
25820,2,83.16
25821,4,104.42
25822,6,110.75
25823,2,80.46
25824,5,105.94
25825,6,122.57
25826,5,113.14
25827,5,114
25828,5,102.04
25829,4,108.02
25830,2,84.02
25831,5,116.87
25832,5,103.93
25833,6,122.4
25834,5,115.64
25835,4,98.83
25836,5,111.02
25837,3,95.87
25838,2,91.93
25839,2,89.82
25840,6,119.66
25841,3,101.19
25842,3,103.64
25843,2,91.71
25844,6,121.05
25845,5,109.19
25846,2,85.83
25847,5,115.66
25848,5,112.94
25849,3,103.46
25850,6,108.89
25851,6,120.79
25852,4,106.16
25853,4,106.37
25854,2,93.28
25855,2,93.71
25856,3,101.53
25857,6,124.27
25858,5,104.47
25859,3,99.03
25860,6,109.81
25861,6,108.61
25862,3,100.1
25863,6,111.87
25864,3,92.63
25865,5,113.59
25866,3,95.08
25867,2,82.49
25868,4,105.05
25869,6,108.81
25870,3,90.06
25871,2,93.62
25872,3,98.5
25873,5,110.86
25874,3,92.18
25875,3,96.7
25876,4,107.35
25877,5,115.91
25878,6,110.66
25879,4,96.15
25880,3,91.14
25881,6,115.32
25882,3,103.79
25883,6,116.12
25884,2,94.52
25885,3,102.88
25886,6,115.98
25887,2,82.89
25888,5,108.12
25889,3,99
25890,2,91.69
25891,5,106.32
25892,3,95.35
25893,3,88.41
25894,5,113.6
25895,6,124.67
25896,3,100.32
25897,6,113.41
25898,2,89.68
25899,5,102.39
25900,5,103.31
25901,5,104.15
25902,5,102.96
25903,2,89.53
25904,2,94.83
25905,2,82.3
25906,5,107.12
25907,5,116.48
25908,2,93.06
25909,4,94.52
25910,3,101.17
25911,5,102.13
25912,3,99.82
25913,2,80.74
25914,5,108.09
25915,4,104.23
25916,4,94
25917,4,106.59
25918,3,97.03
25919,6,115.09
25920,5,100.78
25921,5,105
25922,2,83.68
25923,5,102.17
25924,5,111.76
25925,4,105.65
25926,3,102.87
25927,5,110.73
25928,5,109.51
25929,6,123.17
25930,3,91.35
25931,2,80.89
25932,4,99.14
25933,2,81.74
25934,4,107.99
25935,6,110.13
25936,3,99.74
25937,4,107.62
25938,2,94.03
25939,5,116.98
25940,5,114.3
25941,2,83.15
25942,4,100.71
25943,5,106.02
25944,4,97.33
25945,2,88.96
25946,5,107.22
25947,3,91.25
25948,2,84.4
25949,2,80.29
25950,4,99.46
25951,5,116.46
25952,4,96.43
25953,3,96.02
25954,4,101.63
25955,2,85.17
25956,6,116.92
25957,2,88.31
25958,4,105.11
25959,5,101.11
25960,6,124.24
25961,3,101.03
25962,2,82.32
25963,3,96.81
25964,2,89.03
25965,2,84.74
25966,6,110.32
25967,2,83.57
25968,6,111.61
25969,3,88.8
25970,2,94.08
25971,6,118.23
25972,3,97.21
25973,3,91.93
25974,4,109.72
25975,4,97.86
25976,4,104.22
25977,4,101.1
25978,4,94.94
25979,5,115.83
25980,6,119.01
25981,3,88.08
25982,6,110.49
25983,5,110.89
25984,5,111.03
25985,2,80.12
25986,2,80.11
25987,4,99.35
25988,3,101.06
25989,6,108.36
25990,4,96.78
25991,2,94.4
25992,4,98.97
25993,2,93.79
25994,6,121.96
25995,6,123.8
25996,2,91.06
25997,5,113.69
25998,2,82.17
25999,3,94.64
26000,6,108.04
26001,6,118.05
26002,3,90.17
26003,2,94.84
26004,2,88.3
26005,3,90.53
26006,2,81.6
26007,6,123.53
26008,4,101.71
26009,3,88.59
26010,6,122.06
26011,5,101.12
26012,2,94.11
26013,4,98.98
26014,3,101.04
26015,6,110.61
26016,3,98.54
26017,5,109.06
26018,2,84.73
26019,2,82.15
26020,3,89.16
26021,3,99.48
26022,4,96.95
26023,6,117.69
26024,4,109.87
26025,5,101.96
26026,5,112.51
26027,2,85.2
26028,2,93.95
26029,5,117.82
26030,4,108.3
26031,3,102.53
26032,5,107.36
26033,5,106.3
26034,4,105.43
26035,3,94.84
26036,3,88.06
26037,4,99.14
26038,6,123.07
26039,4,101.24
26040,2,92.89
26041,2,92.4
26042,4,95.26
26043,4,105.48
26044,2,94.85
26045,5,116.11
26046,3,93.13
26047,3,101.97
26048,6,118
26049,3,98.87
26050,2,86.75
26051,6,114.75
26052,6,120.24
26053,6,123.49
26054,2,89.87
26055,2,91.94
26056,2,88.77
26057,3,93.63
26058,3,103.55
26059,5,108.49
26060,5,113.6
26061,6,123.75
26062,3,97.82
26063,6,113.17
26064,6,114.94
26065,6,112.7
26066,3,90.81
26067,4,95.54
26068,3,89.19
26069,3,89.85
26070,4,94.46
26071,6,116.74
26072,6,108.5
26073,6,113.75
26074,6,116.04
26075,2,94.44
26076,2,82.3
26077,6,112.82
26078,6,117.17
26079,6,124.7
26080,6,124.84
26081,4,107.87
26082,4,106.96
26083,5,106.28
26084,2,86.36
26085,2,89.98
26086,6,122.13
26087,3,91.76
26088,6,111.57
26089,4,105.89
26090,2,80.05
26091,4,95.08
26092,2,83.27
26093,3,95.93
26094,6,114.96
26095,6,121.61
26096,6,107.29
26097,6,109.55
26098,3,90.96
26099,2,93.74
26100,2,81.07
26101,4,109.13
26102,5,115.71
26103,4,106.91
26104,4,103.03
26105,4,104.65
26106,6,108.76
26107,6,109.77
26108,4,107.45
26109,4,106.86
26110,2,83.03
26111,4,101.27
26112,6,114.06
26113,5,108.64
26114,3,100.09
26115,5,117.59
26116,6,107.76
26117,2,83.6
26118,2,85.99
26119,6,114.46
26120,2,87.34
26121,3,102.86
26122,2,88.41
26123,4,107.14
26124,2,88.32
26125,4,97.69
26126,2,83.57
26127,2,81.72
26128,3,98.69
26129,3,88.54
26130,6,115.34
26131,5,110.19
26132,5,109.4
26133,6,118.25
26134,2,85.98
26135,2,91.98
26136,5,111.7
26137,4,100.4
26138,3,103.65
26139,5,102.21
26140,2,89.72
26141,4,100.75
26142,2,82.19
26143,3,88.82
26144,3,97.62
26145,5,105.6
26146,2,82.55
26147,3,88.98
26148,5,110.22
26149,2,94.91
26150,3,88.21
26151,2,86.74
26152,3,92.66
26153,2,89.39
26154,4,104.91
26155,2,91.54
26156,2,87.48
26157,5,108.66
26158,2,88.48
26159,4,107.82
26160,4,109.05
26161,2,86.13
26162,6,124.38
26163,5,108.53
26164,3,103.14
26165,4,95.95
26166,2,93.81
26167,2,82.5
26168,5,105.58
26169,6,110.79
26170,6,123.59
26171,3,91.49
26172,6,124.4
26173,2,83.6
26174,3,92.1
26175,5,111.71
26176,2,83.1
26177,5,113.99
26178,6,109.83
26179,3,97
26180,5,104.65
26181,3,94.79
26182,3,89.15
26183,6,111.41
26184,3,88.28
26185,5,111.03
26186,2,81.16
26187,3,98.81
26188,4,103.83
26189,4,96.12
26190,6,109.43
26191,3,97.79
26192,5,109.6
26193,3,90.78
26194,3,93.07
26195,2,88.92
26196,3,95.5
26197,2,86.06
26198,2,88.49
26199,3,94.11
26200,2,88.08
26201,4,105.33
26202,2,92.68
26203,5,100.68
26204,5,101.19
26205,3,101.16
26206,2,81.04
26207,3,96.33
26208,4,105.65
26209,6,112.25
26210,5,109.32
26211,2,82.88
26212,6,112.51
26213,5,102.56
26214,4,100.6
26215,5,102.02
26216,3,97.34
26217,2,81.44
26218,2,83.39
26219,2,83.49
26220,4,95.54
26221,3,88.16
26222,2,91.35
26223,6,114.05
26224,5,107.19
26225,5,105.43
26226,2,84.68
26227,5,110.49
26228,3,95.28
26229,4,102.53
26230,6,122.55
26231,6,120.14
26232,6,124.25
26233,5,112.83
26234,2,82.56
26235,4,101.61
26236,6,123.71
26237,6,111.96
26238,6,110.88
26239,2,84.19
26240,6,117.44
26241,2,80.1
26242,6,122.09
26243,6,122.54
26244,5,101.34
26245,5,116.92
26246,5,111.35
26247,5,106.34
26248,4,94.69
26249,4,106.24
26250,3,102.52
26251,3,96.3
26252,6,117.22
26253,4,96.8
26254,4,107.54
26255,6,120.44
26256,2,94.27
26257,2,88.74
26258,6,119.16
26259,2,81.81
26260,3,90.69
26261,2,83.12
26262,4,94.07
26263,3,100.05
26264,2,91.66
26265,4,101.83
26266,6,124.34
26267,3,88.92
26268,6,122.8
26269,6,124.11
26270,4,97.28
26271,5,113.44
26272,6,119.65
26273,6,114.65
26274,6,120.52
26275,3,103.12
26276,5,115.72
26277,2,93.11
26278,6,124.34
26279,6,114.94
26280,4,101.84
26281,3,101.57
26282,5,116.79
26283,2,91.37
26284,3,92.44
26285,3,95.93
26286,2,80.59
26287,5,103.55
26288,2,86.17
26289,6,112.3
26290,4,96.51
26291,2,84.44
26292,3,93.33
26293,5,107.63
26294,5,106.15
26295,6,121.27
26296,5,111.44
26297,5,109.88
26298,5,106.75
26299,3,103.56
26300,2,91.72
26301,3,96.55
26302,6,114.46
26303,3,95.19
26304,3,101.7
26305,6,107.39
26306,6,110.02
26307,5,108.89
26308,5,106.5
26309,3,96.38
26310,6,121.09
26311,4,95.5
26312,3,95.59
26313,3,89.34
26314,4,108.09
26315,5,112.41
26316,4,96.26
26317,6,113.78
26318,5,115.39
26319,5,116.12
26320,2,80.26
26321,6,123.53
26322,2,88.52
26323,2,82.77
26324,5,117.02
26325,6,122.01
26326,4,104.68
26327,4,109.14
26328,5,113.57
26329,3,99.11
26330,3,88.49
26331,4,98.27
26332,3,103.53
26333,6,112.25
26334,3,91
26335,2,92.88
26336,2,82.14
26337,2,93.21
26338,2,94.85
26339,4,96.07
26340,2,80.87
26341,6,119.28
26342,4,107.28
26343,2,82.55
26344,4,95.01
26345,2,88.49
26346,5,110.94
26347,3,90.64
26348,4,103.58
26349,2,91.67
26350,5,117.31
26351,5,113.99
26352,3,102.92
26353,3,94.73
26354,6,116.51
26355,3,101.04
26356,3,93.86
26357,4,109.72
26358,4,105.48
26359,6,115.9
26360,5,103.73
26361,6,122.89
26362,5,107.25
26363,4,97.15
26364,2,81.6
26365,4,104.08
26366,4,98.83
26367,6,111.62
26368,3,93.56
26369,3,89.05
26370,4,109.17
26371,2,92.66
26372,6,121.22
26373,4,100.27
26374,2,81.85
26375,3,101.42
26376,2,87.64
26377,2,81.96
26378,5,107.58
26379,4,96.29
26380,2,91.69
26381,4,98.21
26382,6,124.76
26383,4,102.78
26384,5,102.73
26385,2,82.34
26386,2,88.97
26387,6,114.1
26388,4,102.47
26389,4,96.48
26390,5,117.81
26391,3,92.18
26392,6,122.87
26393,2,85.12
26394,6,119.97
26395,4,102.61
26396,3,88.41
26397,3,91.84
26398,2,90.08
26399,5,115.31
26400,6,121.49
26401,3,90.73
26402,4,101.54
26403,5,106.21
26404,2,80.86
26405,6,109.64
26406,4,106.27
26407,4,97.57
26408,4,94.98
26409,5,105.73
26410,3,103.9
26411,2,89.35
26412,5,112.56
26413,4,97.2
26414,4,109.92
26415,3,94.14
26416,5,103.64
26417,5,111.28
26418,6,114.49
26419,5,106.79
26420,2,84.76
26421,5,110.56
26422,4,101.93
26423,6,112.3
26424,2,88.83
26425,5,117.81
26426,4,101.19
26427,4,97.25
26428,6,110.98
26429,4,107.23
26430,5,108
26431,4,100.82
26432,6,115.86
26433,6,124.48
26434,5,117.28
26435,2,86.87
26436,6,110.2
26437,4,101.53
26438,4,100.46
26439,5,110.5
26440,6,115.22
26441,5,104.31
26442,6,108.89
26443,6,107.74
26444,2,80.1
26445,4,101.22
26446,4,102.17
26447,4,94.89
26448,4,106.65
26449,3,97.3
26450,4,98.76
26451,2,84.14
26452,3,94.51
26453,2,86.87
26454,5,111.62
26455,4,102.15
26456,2,86.09
26457,3,103.45
26458,4,106.08
26459,2,94.46
26460,5,109.59
26461,5,105.69
26462,6,117.99
26463,3,96.04
26464,5,108.87
26465,3,88.18
26466,5,115.27
26467,2,91.97
26468,4,101.07
26469,5,109.02
26470,3,99.9
26471,2,82.4
26472,5,114.53
26473,4,94.64
26474,5,106.52
26475,2,88.88
26476,2,92.09
26477,2,88.87
26478,3,91.7
26479,5,104.53
26480,2,87.97
26481,2,81.8
26482,5,110.83
26483,3,92.26
26484,4,99.43
26485,5,117.88
26486,5,108.61
26487,6,110.63
26488,6,121.12
26489,5,100.36
26490,4,102.45
26491,6,120.06
